Country	orgType	orgID	Abb-xx	Abb-en	Full-xx	Full-en	From	To	Comment
BG	parliamentaryGroup	parliamentaryGroup.BSPLB	-	-	Парламентарна група: БСП лява България	Parliamentary Group: BSP Left Bulgaria	2014-10-27	2017-01-26	-
BG	parliamentaryGroup	parliamentaryGroup.BSPFB	-	-	Парламентарна група: БСП за България	Parliamentary Group: BSP for Bulgaria	2017-04-19	-	-
BG	parliamentaryGroup	parliamentaryGroup.WCC	-	-	Парламентарна група: Продължаваме Промяната	Parliamentary Group: We Continue the Change	2021-12-03	-	-
BG	parliamentaryGroup	parliamentaryGroup.MRF	-	-	Парламентарна група: Движение за права и свободи	Parliamentary Group: Movement for Rights and Freedoms	1990-07-10	-	-
BG	parliamentaryGroup	parliamentaryGroup.RUTO	-	-	Парламентарна група: Изправи се! Мутри вън!	Parliamentary Group: Rise up! Thugs out!	2021-04-15	2022-05-11	-
BG	parliamentaryGroup	parliamentaryGroup.RUBGWC	-	-	Парламентарна група: Изправи_се_БГ!_Ние_идваме!	Parliamentary Group: Rise up BG! We are coming!	2021-07-21	2021-09-15	-
BG	parliamentaryGroup	parliamentaryGroup.BDC-NU	-	-	Парламентарна група: Български демократичен център - Народен съюз	Parliamentary Group: Bulgarian Democratic Centre - National Union	2014-10-27	2017-01-26	-
BG	parliamentaryGroup	parliamentaryGroup.DB	-	-	Парламентарна група: Демократична България	Parliamentary Group: Democratic Bulgaria	2021-04-15	-	-
BG	parliamentaryGroup	parliamentaryGroup.TISP	-	-	Парламентарна група: Има такъв народ	Parliamentary Group: There Is Such People	2021-04-15	2022-08-01	-
BG	parliamentaryGroup	parliamentaryGroup.AP	-	-	Парламентарна група: Партия Атака	Parliamentary Group: Ataka Party	2009-07-14	2017-01-26	-
BG	parliamentaryGroup	parliamentaryGroup.GERB	-	-	Парламентарна група: Партия ГЕРБ	Parliamentary Group: GERB Party	2005-07-14	2021-03-26	-
BG	parliamentaryGroup	parliamentaryGroup.GERB-UDF	-	-	Парламентарна група: ГЕРБ-СДС	Parliamentary Group: GERB-UDF	2021-04-15	-	-
BG	parliamentaryGroup	parliamentaryGroup.UP	-	-	Парламентарна група: Обединени патриоти	Parliamentary Group: United Patriots	2017-04-15	2021-03-26	-
BG	parliamentaryGroup	parliamentaryGroup.ABV	-	-	Парламентарна група: Алтернатива за българско възраждане	Parliamentary Group: Alternative for Bulgarian Revival	2014-10-27	2017-01-26	-
BG	parliamentaryGroup	parliamentaryGroup.RB	-	-	Парламентарна група: Реформаторски блок	Parliamentary Group: Reformist Bloc	2014-10-27	2017-01-26	-
BG	parliamentaryGroup	parliamentaryGroup.PF	-	-	Парламентарна група: Патриотичен фронт	Parliamentary Group: Patriotic Front	2014-10-27	2017-01-26	-
BG	parliamentaryGroup	parliamentaryGroup.VOLYA	-	-	Парламентарна група: ВОЛЯ - Българските Родолюбци	Parliamentary Group: Volya	2017-04-15	2021-03-26	-
BG	parliamentaryGroup	parliamentaryGroup.RP	-	-	Парламентарна група: Партия Възраждане	Parliamentary Group: Revival Party	2021-12-03	-	-
BG	politicalParty	party.GERB	-	GERB	Граждани за европейско развитие на България	-	2006-12-03	-	-
BG	politicalParty	party.BSP	-	-	Българска социалистическа партия	Bulgarian Socialist Party	1891-07-20	-	-
BG	politicalParty	party.KPB	-	-	Комунистическа партия на България	Communist Party of Bulgaria	1996	-	-
BG	politicalParty	party.ZS	ЗС „Александър Стамболийски“	-	Земеделски съюз „Александър Стамболийски“	Agrarian Union "Aleksandar Stamboliyski"	1993	-	-
BG	politicalParty	party.NZ	НЗ	-	Нова зора	New Dawn	1996-03	-	-
BG	politicalParty	party.DPS	ДПС	-	Движение за права и свободи	Movement for Rights and Freedoms	1990-01-04	-	-
BG	politicalParty	party.VMRO	ВМРО–БНД	-	ВМРО – Българско национално движение	IMRO – Bulgarian National Movement	1989	-	-
BG	politicalParty	party.FRONT	НФСБ	-	Национален фронт за спасение на България	National Front for the Salvation of Bulgaria	2011-05-17	-	-
BG	politicalParty	party.ATAKA	Атака	-	Атака	Attack	2005-04-17	-	-
BG	politicalParty	party.VOLYA	ВОЛЯ	-	ВОЛЯ	Volya Movement	2007-07-15	-	-
BG	politicalParty	party.ABV	АБВ	-	Алтернатива за българско възраждане	Alternative for Bulgarian Revival	2014	-	-
BG	politicalParty	party.BGUn	ПБГ	-	България без цензура	Bulgaria Uncensored	2014	-	-
BG	politicalParty	party.RB	РБ	-	Реформаторски блок	Reformist Bloc	2013	-	-
BG	politicalParty	party.PF	ПФ	-	Патриотичен фронт	Patriotic Front	2014	-	-
BG	politicalParty	party.ITN	-	-	Има такъв народ	There is Such a People	2020-02-16	-	-
BG	politicalParty	party.RUTO	-	-	Изправи се! Мутри вън!	Rise up! Thugs out!	2021-02-07	2021-07-20	-
BG	politicalParty	party.DABG	-	-	„Да, България“	Yes, Bulgaria!	2017-01-07	-	-
BG	politicalParty	party.DSB	-	-	Демократи за силна България	Democrats for a Strong Bulgaria	2004-05-30	-	-
BG	politicalParty	party.GrMov	-	-	Зелено движение	Green Movement	2004-05-30	-	-
BG	politicalParty	party.WCC	-	-	Продължаваме промяната	We Continue the Change	2022-04-15	-	-
