Country	orgType	orgID	Abb-xx	Abb-en	Full-xx	Full-en	From	To	Comment
ES-GA	politicalParty	party.SDD	SDD	-	Partido Social y Democrático de Derecho	Social and Democratic Party of Law	1993-08-26	-	-
ES-GA	politicalParty	party.Cs	Cs	-	Ciudadanos-Partido de la Ciudadanía	Citizens	2006	-	-
ES-GA	politicalParty	party.GAÑEMOS	GAÑEMOS	-	Gañemos	Guanyem	2014-08-26	-	-
ES-GA	politicalParty	party.EB	EB	-	Escaños en Blanco	Seats in White	2010-10-21	-	-
ES-GA	politicalParty	party.AIDG	AIDG	-	Alternativa Independente de Galicia	Independent Alternativa of Galicia	1982-04-07	-	-
ES-GA	politicalParty	party.VNG	VNG	-	Vía Nova Galicia	New Route Galicia	2016	-	-
ES-GA	politicalParty	party.P-LIB	P-LIB	-	Partido Libertario	Libertarian Party	2009-07-02	-	-
ES-GA	politicalParty	party.VOX	VOX	-	Vox	Vox	2013-12-17	-	-
ES-GA	politicalParty	party.PCTG	PCTG	-	Partido Comunista dos Traballadores de Galicia	Communist Party of Workers of Galicia	2019-03-03	-	-
ES-GA	politicalParty	party.CCD	CCD	-	Coalición de Centro Democrático	Democratic Centre Coalition	2010-09-10	-	-
ES-GA	politicalParty	party.CSD	CSD	-	Contigo Somos Democracia	With You we are Democracy	2017-07-12	-	-
ES-GA	politicalParty	party.EM	EM	-	En Marea	In Tide	2016-07-30	2020-09-26	-
ES-GA	politicalParty	party.máisG	máisG	-	Máis Galiza	+Galicia	2012-03-11	2012-12-16	-
ES-GA	politicalParty	party.AGE	AGE	-	Alternativa Galega de Esquerda	Galician Alternativa of the Left	2012-09-11	2016-08-02	-
ES-GA	politicalParty	party.SCD	SCD	-	Sociedad Civil y Democracia	Civil Society and Democracy	2011-07-20	2014	-
ES-GA	politicalParty	party.PT	PT	-	Partido da Terra	Land Party	2011-07-25	-	-
ES-GA	politicalParty	party.PG-PCPE	CG-PCPE	-	Comunistas da Galiza-PCPE	Communists of Galicia-PCPE	2008	-	-
ES-GA	politicalParty	party.UC	UC	-	Unión Coruñesa	Union of A Coruña	1989	-	-
ES-GA	politicalParty	party.HARTOS.ORG	HARTOS.ORG	-	Hartos.org	Jaded.org	2011	-	-
ES-GA	politicalParty	party.C21	C21	-	Converxencia XXI	Convergence XXI	2009-05-04	-	-
ES-GA	politicalParty	party.SAIn	SAIn	-	Solidaridad y Autogestión Internacionalista	Solidarity and Internationalist Self-Management	2004	-	-
ES-GA	politicalParty	party.DeC	DeC	-	Demos el cambio	Let's Make the Change	2011-09-20	-	-
ES-GA	politicalParty	party.PAyJ	PAyJ	-	Partido Anticorrupción y Justicia	Anticorruption and Justice Party	2016	-	-
ES-GA	politicalParty	party.RC-GV	RC-GV	-	Recortes Cero-Grupo Verde	Zero Cuts - Green Group	2014	-	-
ES-GA	politicalParty	party.CC	CC	-	Cidadáns-Centrum	Citizens-Centrum	2016-08-11	-	-
ES-GA	politicalParty	party.GeC	GeC	-	Galicia en Común	Galicia in Common	2019-04-15	-	-
ES-GA	politicalParty	party.MG	MG	-	Marea Galeguista	Galicianist Tide	2020-05-30	-	-
ES-GA	politicalParty	party.Abrente-EDG	Abrente-EDG	-	Abrente-Esquerda Democrática Galega	Abrente-Galician Democratic Left	2012-07-09	-	-
ES-GA	politicalParty	party.PNG-PG	PNG-PG	-	Partido Nacionalista Galego - Partido Galeguista	Galician Nationalist Party-Galicianist Party	1987	-	-
ES-GA	politicalParty	party.ADCG	ADCG	-	Acción Democrática Ciudadanos de Galicia	Democratic Action Citizens of Galicia	2016-01-01	-	-
ES-GA	politicalParty	party.ADCeG	ADCeG	-	Acción Democrática de Centro de Galicia	Democratic Action of Center of Galicia	2010-08-18	2016-01-01	-
ES-GA	parliamentaryGroup	parliamentaryGroup.GPPPdeG	GPPPdeG	-	Grupo Parlamentario Popular de Galicia	Galician People's Parliamentary Group	-	-	-
ES-GA	parliamentaryGroup	parliamentaryGroup.GPPSdeG	GPPSdeG	-	Grupo Parlamentario dos Socialistas de Galicia	Galician Socialists' Parliamentary Group	-	-	-
ES-GA	parliamentaryGroup	parliamentaryGroup.GPBNG	GPBNG	-	Grupo Parlamentario do Bloque Nacionalista Galego	Galician Nationalist Bloc Parliamentary Group	-	-	-
ES-GA	parliamentaryGroup	parliamentaryGroup.GPAGE	GPAGE	-	Grupo Parlamentario da Alternativa Galega de Esquerda	Galician Leftist Alternative Parliamentary Group	-	-	-
ES-GA	parliamentaryGroup	parliamentaryGroup.GPM	GPM	-	Grupo Parlamentario Mixto	Mixed Parliamentary Group	-	-	-
ES-GA	parliamentaryGroup	parliamentaryGroup.GPEM	GPEM	-	Grupo Parlamentario de En Marea	In Tide Parliamentary Group	-	-	-
ES-GA	parliamentaryGroup	parliamentaryGroup.GPGCE	GPGCE	-	Grupo Parlamentario Grupo Común da Esquerda	Common Leftist Parliamentary Group	-	-	-
