Country	orgType	orgID	Abb-xx	Abb-en	Full-xx	Full-en	From	To	Comment
ES-GA	politicalParty	party.BNG	BNG	-	Bloque Nacionalista Galego	Galician Nationalist Bloc	1982-09-25	-	-
ES-GA	politicalParty	party.PPdeG	PPdeG	-	Partido Popular de Galicia	People's Party of Galicia	1989-01-22	-	-
ES-GA	politicalParty	party.PSdeG-PSOE	PSdeG-PSOE	-	Partido de los Socialistas de Galicia	Socialists' Party of Galicia	1879-05-02	-	-
ES-GA	politicalParty	party.PodemosG	PodemosG	-	Podemos Galicia	Podemos Galicia	2014	-	-
ES-GA	politicalParty	party.EU	EU	-	Esquerda Unida	United Left	1986	-	-
ES-GA	politicalParty	party.EQUO	EQUO	-	Verdes Equo (Equo Galicia)	Greens Equo	2011-07-04	-	-
ES-GA	politicalParty	party.Anova-IN	Anova-IN	-	Anova-Irmandade Nacionalista	Renewal-Nationalist Brotherhood	2012-07-14	-	-
ES-GA	politicalParty	party.EcoSoGal	EcoSoGal	-	Espazo Ecosocialista Galega	Galician Eco-Socialist Space	2012-05-31	2017	-
ES-GA	politicalParty	party.CxG	CxG	-	Compromiso x Galicia	Committment to Galicia	2012	-	-
ES-GA	politicalParty	party.PGD	PGD	-	Partido Galeguista Demócrata	Galician Nationalist Democratic Party	2004-11-13	2012	-
ES-GA	politicalParty	party.UPYD	UPyD	-	Unión Progreso y Democracia	Union, Progress and Democarcy	2007-09-29	2020-12-06	-
ES-GA	politicalParty	party.PACMA	PACMA	-	Partido Animalista contra el Maltrato Animal	Animalist Party Against Mistreatment of Animals	2003-02-24	-	-
ES-GA	politicalParty	party.DO	DO	-	Democracia Ourensana	Ourensan Democracy	2001	-	-
ES-GA	politicalParty	party.UCE	UCE	-	Unificación Comunista de España	Communist Unification of Spain	1973	-	-
ES-GA	politicalParty	party.PIRATA.GAL	PIRATA.GAL	-	Piratas de Galicia	Pirates of Galicia	2012-11-26	-	-
ES-GA	politicalParty	party.CDL	CDL	-	Centro Democrático Liberal	Liberal Democratic Centre	2006-02-14	2014-02-24	-
ES-GA	politicalParty	party.FE-JONS	FE-JONS	-	Falange Española de la JONS	Spanish Phalanx of the Committees for the National-Syndicalist Offensive	1976-10-04	-	-
ES-GA	politicalParty	party.PH	PH	-	Partido Humanista	Humanist Party	1984-05-16	-	-
ES-GA	politicalParty	party.MJ	MJ	-	Por un Mundo Más Justo	For a Fairer World	2004-01-08	-	-
