Country	PersonID	Role	From	To	GovtTermID	MinistryID	Name-xx	Name-en	URL	Comment
SI	BizjakMlakarJulijana	minister	2014-09-18	2016-04-24	GOV.12	-	-	Member	-	-
SI	BratušekAlenka	minister	2018-09-13	2020-03-13	GOV.13	-	-	Member	-	-
SI	BulcVioleta	minister	2014-09-18	2014-10-29	GOV.12	-	-	Member	-	-
SI	CerarMiro	minister	2015-03-13	2015-03-26	GOV.12	-	-	Member	-	-
SI	CerarMiro	minister	2015-04-09	2015-05-12	GOV.12	-	-	Member	-	-
SI	CerarMiro	minister	2018-09-13	2020-03-13	GOV.13	-	-	Member	-	-
SI	ErjavecKarlViktor	minister	2014-09-18	2018-09-13	GOV.12	-	-	Member	-	-
SI	ErjavecKarlViktor	minister	2018-09-13	2020-03-13	GOV.13	-	-	Member	-	-
SI	GantarTomaž	minister	2020-03-13	2020-12-18	GOV.14	-	-	Member	-	-
SI	GašperšičPeter	minister	2014-09-18	2018-09-13	GOV.12	-	-	Member	-	-
SI	GyörkösŽnidarVesna	minister	2014-09-18	2018-09-13	GOV.12	-	-	Member	-	-
SI	KatičAndreja	minister	2015-05-13	2018-09-13	GOV.12	-	-	Member	-	-
SI	KatičAndreja	minister	2018-09-13	2020-03-13	GOV.13	-	-	Member	-	-
SI	KlampferKsenija	minister	2018-09-13	2020-03-13	GOV.13	-	-	Member	-	-
SI	KlemenčičGoran	minister	2014-09-18	2018-09-13	GOV.12	-	-	Member	-	-
SI	KolarCelarcMarijaMilojka	minister	2014-09-18	2018-09-13	GOV.12	-	-	Member	-	-
SI	KopačMrakAnja	minister	2014-09-18	2018-09-13	GOV.12	-	-	Member	-	-
SI	KoprivnikarBoris	minister	2014-09-18	2018-09-13	GOV.12	-	-	Member	-	-
SI	KozlovičLilijana	minister	2020-03-13	2021-05-27	GOV.14	-	-	Member	-	-
SI	KustecLipicerSimona	minister	2020-03-13	2022-06-01	GOV.14	-	-	Member	-	-
SI	LebenJure	minister	2018-09-13	2019-03-20	GOV.13	-	-	Member	-	-
SI	LogarAnže	minister	2020-03-13	2022-06-01	GOV.14	-	-	Member	-	-
SI	MajcenIrena	minister	2014-09-18	2018-09-13	GOV.12	-	-	Member	-	-
SI	MakovecBrenčičMaja	minister	2015-05-13	2018-09-13	GOV.12	-	-	Member	-	-
SI	MarkežKlavdija	minister	2015-02-27	2015-04-08	GOV.12	-	-	Member	-	-
SI	MramorDušan	minister	2014-09-18	2016-07-14	GOV.12	-	-	Member	-	-
SI	PeršakAnton	minister	2016-05-20	2018-09-13	GOV.12	-	-	Member	-	-
SI	PetrovičJožef	minister	2014-09-18	2014-10-28	GOV.12	-	-	Member	-	-
SI	PočivalšekZdravko	minister	2014-12-04	2018-09-13	GOV.12	-	-	Member	-	-
SI	PočivalšekZdravko	minister	2018-09-13	2020-03-13	GOV.13	-	-	Member	-	-
