Country	PersonID	Role	From	To	Gov.	Ministry	Name-xx	Name-en	Comment
GB	JoanneSwinson	minister	2014-06-30	2015-05-08	PoGB	-	-	-	-
GB	GeorgeFoulkes	minister	1997-05-06	2001-01-25	PoGB	-	-	-	-
GB	GeorgeFoulkes	minister	2001-01-25	2002-05-28	PoGB	-	-	-	-
GB	LiamByrne	minister	2005-05-10	2006-05-05	PoGB	-	-	-	-
GB	LiamByrne	minister	2006-05-05	2006-05-22	PoGB	-	-	-	-
GB	LiamByrne	minister	2006-05-22	2007-05-08	PoGB	-	-	-	-
GB	LiamByrne	minister	2007-05-09	2007-06-28	PoGB	-	-	-	-
GB	LiamByrne	minister	2007-06-28	2008-10-03	PoGB	-	-	-	-
GB	LiamByrne	minister	2007-06-29	2008-10-06	PoGB	-	-	-	-
GB	LiamByrne	minister	2008-01-25	2008-10-03	PoGB	-	-	-	-
GB	LiamByrne	minister	2008-10-03	2009-06-05	PoGB	-	-	-	-
GB	LiamByrne	minister	2009-06-06	2010-05-06	PoGB	-	-	-	-
GB	MichaelBates	minister	1994-07-20	1995-01-01	PoGB	-	-	-	-
GB	MichaelBates	minister	1995-01-01	1996-01-01	PoGB	-	-	-	-
GB	MichaelBates	minister	1996-12-16	1997-05-01	PoGB	-	-	-	-
GB	MichaelBates	minister	2013-10-07	2014-08-06	PoGB	-	-	-	-
GB	MichaelBates	minister	2014-08-06	2015-05-07	PoGB	-	-	-	-
GB	MichaelBates	minister	2015-05-12	2016-03-31	PoGB	-	-	-	-
GB	MichaelBates	minister	2016-10-14	2019-04-23	PoGB	-	-	-	-
GB	SallyOppenheimBarnes	minister	1979-05-06	1982-03-04	PoGB	-	-	-	-
GB	MarkHunter	minister	2010-05-12	2014-10-13	PoGB	-	-	-	-
GB	MarkHunter	minister	2012-09-06	2014-10-13	PoGB	-	-	-	-
GB	DianaJohnson	minister	2007-07-02	2009-06-10	PoGB	-	-	-	-
GB	DianaJohnson	minister	2009-06-09	2010-05-13	PoGB	-	-	-	-
GB	TerenceHiggins	minister	1970-06-23	1972-04-07	PoGB	-	-	-	-
GB	TerenceHiggins	minister	1972-04-07	1974-03-04	PoGB	-	-	-	-
GB	GarethThomas	minister	2003-06-13	2007-06-28	PoGB	-	-	-	-
GB	GarethThomas	minister	2007-07-02	2008-10-05	PoGB	-	-	-	-
GB	GarethThomas	minister	2008-10-05	2009-06-05	PoGB	-	-	-	-
GB	AlanWhitehead	minister	2001-06-11	2002-05-28	PoGB	-	-	-	-
GB	AlisterJack	minister	2019-02-20	2019-04-23	PoGB	-	-	-	-
GB	AlisterJack	minister	2019-04-23	2019-07-24	PoGB	-	-	-	-
GB	AlisterJack	minister	2019-07-24	-	PoGB	-	-	-	-
GB	ChristopherBryant	minister	2008-10-05	2009-06-05	PoGB	-	-	-	-
GB	ChristopherBryant	minister	2009-06-09	2009-10-13	PoGB	-	-	-	-
GB	ChristopherBryant	minister	2009-10-13	2010-05-06	PoGB	-	-	-	-
GB	VictoriaPrentis	minister	2020-02-13	-	PoGB	-	-	-	-
GB	DavidWright	minister	2009-06-10	2010-05-06	PoGB	-	-	-	-
GB	FrederickCurzon	minister	2010-05-17	2015-05-11	PoGB	-	-	-	-
GB	FrederickCurzon	minister	2015-05-11	2019-07-26	PoGB	-	-	-	-
GB	FrederickCurzon	minister	2015-05-12	-	PoGB	-	-	-	-
GB	NigelAdams	minister	2017-06-15	2018-01-09	PoGB	-	-	-	-
GB	NigelAdams	minister	2018-01-09	2018-11-05	PoGB	-	-	-	-
GB	NigelAdams	minister	2018-05-22	2018-11-05	PoGB	-	-	-	-
GB	NigelAdams	minister	2018-11-05	2019-04-03	PoGB	-	-	-	-
GB	NigelAdams	minister	2019-07-24	2020-02-13	PoGB	-	-	-	-
GB	NigelAdams	minister	2020-02-13	2020-09-02	PoGB	-	-	-	-
GB	NigelAdams	minister	2020-09-02	-	PoGB	-	-	-	-
GB	WilliamWiggin	minister	2010-05-12	2012-09-06	PoGB	-	-	-	-
GB	StephenTimms	minister	1998-07-28	1998-12-30	PoGB	-	-	-	-
GB	StephenTimms	minister	1999-01-01	1999-07-29	PoGB	-	-	-	-
GB	StephenTimms	minister	1999-07-29	2001-06-07	PoGB	-	-	-	-
GB	StephenTimms	minister	2001-06-11	2002-05-28	PoGB	-	-	-	-
GB	StephenTimms	minister	2002-05-29	2004-09-09	PoGB	-	-	-	-
GB	StephenTimms	minister	2004-09-30	2005-05-10	PoGB	-	-	-	-
GB	StephenTimms	minister	2005-05-10	2006-05-05	PoGB	-	-	-	-
GB	StephenTimms	minister	2006-05-05	2007-06-28	PoGB	-	-	-	-
GB	StephenTimms	minister	2007-07-02	2008-01-25	PoGB	-	-	-	-
GB	StephenTimms	minister	2008-01-25	2008-10-05	PoGB	-	-	-	-
GB	StephenTimms	minister	2008-10-05	2010-05-06	PoGB	-	-	-	-
GB	StephenTimms	minister	2009-08-06	2010-05-06	PoGB	-	-	-	-
GB	EdwardRowlands	minister	1969-10-13	1970-06-19	PoGB	-	-	-	-
GB	EdwardRowlands	minister	1974-03-07	1975-06-12	PoGB	-	-	-	-
GB	EdwardRowlands	minister	1975-06-12	1976-04-14	PoGB	-	-	-	-
GB	EdwardRowlands	minister	1976-04-14	1979-06-04	PoGB	-	-	-	-
GB	RobertWilson	minister	2014-09-27	2016-07-17	PoGB	-	-	-	-
GB	RobertWilson	minister	2016-07-17	2017-05-03	PoGB	-	-	-	-
GB	SimonHughes	minister	2013-12-18	2015-05-08	PoGB	-	-	-	-
GB	JudithWilcox	minister	2010-05-17	2012-09-06	PoGB	-	-	-	-
GB	JanetRoyall	minister	2008-01-25	2008-10-05	PoGB	-	-	-	-
GB	JanetRoyall	minister	2008-10-03	2009-06-05	PoGB	-	-	-	-
GB	JanetRoyall	minister	2009-06-06	2010-05-06	PoGB	-	-	-	-
GB	HarrietHarman	minister	1997-05-01	1998-07-27	PoGB	-	-	-	-
GB	HarrietHarman	minister	2001-06-11	2005-05-10	PoGB	-	-	-	-
GB	HarrietHarman	minister	2005-05-10	2007-05-08	PoGB	-	-	-	-
GB	HarrietHarman	minister	2007-05-09	2007-06-28	PoGB	-	-	-	-
GB	HarrietHarman	minister	2007-06-28	2010-05-06	PoGB	-	-	-	-
GB	HarrietHarman	minister	2007-10-12	2010-05-06	PoGB	-	-	-	-
GB	DonaldFoster	minister	2012-09-06	2013-10-07	PoGB	-	-	-	-
GB	DonaldFoster	minister	2013-10-07	2015-05-08	PoGB	-	-	-	-
GB	StevenBaker	minister	2017-06-13	2018-07-08	PoGB	-	-	-	-
GB	MarcusJones	minister	2015-05-08	2018-01-08	PoGB	-	-	-	-
GB	MarcusJones	minister	2019-07-29	2020-02-13	PoGB	-	-	-	-
GB	MarcusJones	minister	2020-02-13	-	PoGB	-	-	-	-
GB	LucyLeighFrazer	minister	2018-01-09	2019-05-09	PoGB	-	-	-	-
GB	LucyLeighFrazer	minister	2019-05-09	2019-07-25	PoGB	-	-	-	-
GB	LucyLeighFrazer	minister	2019-07-25	-	PoGB	-	-	-	-
GB	JeffreyRooker	minister	1997-05-06	1999-07-29	PoGB	-	-	-	-
GB	JeffreyRooker	minister	1999-07-29	2001-06-07	PoGB	-	-	-	-
GB	JeffreyRooker	minister	2001-06-11	2002-05-28	PoGB	-	-	-	-
GB	JeffreyRooker	minister	2002-05-29	2003-06-13	PoGB	-	-	-	-
GB	JeffreyRooker	minister	2003-06-13	2005-05-10	PoGB	-	-	-	-
GB	JeffreyRooker	minister	2005-05-09	2007-06-27	PoGB	-	-	-	-
GB	JeffreyRooker	minister	2006-05-09	2007-06-28	PoGB	-	-	-	-
GB	JeffreyRooker	minister	2007-07-02	2008-10-05	PoGB	-	-	-	-
GB	DavidLidington	minister	2010-05-13	2016-07-14	PoGB	-	-	-	-
GB	DavidLidington	minister	2016-07-14	2017-05-03	PoGB	-	-	-	-
GB	DavidLidington	minister	2017-06-11	2018-01-08	PoGB	-	-	-	-
GB	DavidLidington	minister	2018-01-08	2019-07-24	PoGB	-	-	-	-
GB	TobiasEllwood	minister	2014-07-15	2017-06-14	PoGB	-	-	-	-
GB	TobiasEllwood	minister	2017-06-14	2019-07-27	PoGB	-	-	-	-
GB	AlexanderCarmichael	minister	2010-05-12	2013-10-07	PoGB	-	-	-	-
GB	AlexanderCarmichael	minister	2013-10-07	2015-05-08	PoGB	-	-	-	-
GB	GuyOpperman	minister	2015-05-13	2016-07-17	PoGB	-	-	-	-
GB	GuyOpperman	minister	2016-07-17	2017-06-14	PoGB	-	-	-	-
GB	GuyOpperman	minister	2017-06-14	-	PoGB	-	-	-	-
GB	HelenJones	minister	2008-10-05	2009-06-09	PoGB	-	-	-	-
GB	HelenJones	minister	2009-06-10	2010-05-06	PoGB	-	-	-	-
GB	DouglasRoss	minister	2019-12-17	2020-05-26	PoGB	-	-	-	-
GB	DouglasRoss	minister	2019-12-18	2020-02-14	PoGB	-	-	-	-
GB	HeatherWheeler	minister	2016-07-17	2017-06-15	PoGB	-	-	-	-
GB	HeatherWheeler	minister	2017-06-15	2018-01-09	PoGB	-	-	-	-
GB	HeatherWheeler	minister	2018-01-09	2019-07-26	PoGB	-	-	-	-
GB	HeatherWheeler	minister	2019-07-26	2020-02-13	PoGB	-	-	-	-
GB	MarkPrice	minister	2016-04-04	2016-07-16	PoGB	-	-	-	-
GB	MarkPrice	minister	2016-07-16	2017-09-28	PoGB	-	-	-	-
GB	JamesTouhig	minister	1999-11-17	2001-06-07	PoGB	-	-	-	-
GB	JamesTouhig	minister	2001-06-11	2005-05-10	PoGB	-	-	-	-
GB	JamesTouhig	minister	2003-06-12	2005-05-10	PoGB	-	-	-	-
GB	JamesTouhig	minister	2005-05-10	2006-05-05	PoGB	-	-	-	-
GB	TinaStowell	minister	2011-09-05	2013-10-07	PoGB	-	-	-	-
GB	TinaStowell	minister	2012-09-06	2013-10-07	PoGB	-	-	-	-
GB	TinaStowell	minister	2013-10-07	2014-07-15	PoGB	-	-	-	-
GB	TinaStowell	minister	2014-07-15	2016-07-14	PoGB	-	-	-	-
GB	PatrickMcLoughlin	minister	1989-07-25	1992-04-14	PoGB	-	-	-	-
GB	PatrickMcLoughlin	minister	1992-04-14	1993-05-27	PoGB	-	-	-	-
GB	PatrickMcLoughlin	minister	1993-05-27	1994-07-20	PoGB	-	-	-	-
GB	PatrickMcLoughlin	minister	1995-07-07	1996-07-23	PoGB	-	-	-	-
GB	PatrickMcLoughlin	minister	1996-07-23	1997-05-02	PoGB	-	-	-	-
GB	PatrickMcLoughlin	minister	2010-05-12	2012-09-04	PoGB	-	-	-	-
GB	PatrickMcLoughlin	minister	2012-09-06	2016-07-14	PoGB	-	-	-	-
GB	PatrickMcLoughlin	minister	2016-07-14	2018-01-08	PoGB	-	-	-	-
GB	JoanHanham	minister	2010-05-14	2013-10-07	PoGB	-	-	-	-
GB	WilliamRodgers	minister	1964-10-21	1967-01-07	PoGB	-	-	-	-
GB	WilliamRodgers	minister	1967-01-07	1968-07-03	PoGB	-	-	-	-
GB	WilliamRodgers	minister	1968-07-01	1969-10-13	PoGB	-	-	-	-
GB	WilliamRodgers	minister	1969-10-13	1970-06-19	PoGB	-	-	-	-
GB	WilliamRodgers	minister	1974-03-08	1976-09-10	PoGB	-	-	-	-
GB	WilliamRodgers	minister	1976-09-10	1979-05-04	PoGB	-	-	-	-
GB	GrahamStringer	minister	1999-11-09	2001-06-07	PoGB	-	-	-	-
GB	GrahamStringer	minister	2001-06-12	2002-05-29	PoGB	-	-	-	-
GB	WyvillRaynsford	minister	1997-05-06	1999-07-29	PoGB	-	-	-	-
GB	WyvillRaynsford	minister	1999-07-29	2001-06-07	PoGB	-	-	-	-
GB	WyvillRaynsford	minister	2001-06-11	2002-05-28	PoGB	-	-	-	-
GB	WyvillRaynsford	minister	2002-05-29	2005-05-10	PoGB	-	-	-	-
GB	AndrewLansley	minister	2010-05-12	2012-09-06	PoGB	-	-	-	-
GB	AndrewLansley	minister	2012-09-06	2014-07-15	PoGB	-	-	-	-
GB	KwasiKwarteng	minister	2018-11-16	2019-07-24	PoGB	-	-	-	-
GB	KwasiKwarteng	minister	2019-07-24	-	PoGB	-	-	-	-
GB	KwasiKwarteng	minister	2021-01-08	-	PoGB	-	-	-	-
GB	JudithJolly	minister	2013-10-07	2015-05-07	PoGB	-	-	-	-
GB	ConorBurns	minister	2019-07-25	2020-05-04	PoGB	-	-	-	-
GB	BryanDavies	minister	1979-01-17	1979-05-04	PoGB	-	-	-	-
GB	BryanDavies	minister	2000-07-01	2003-06-13	PoGB	-	-	-	-
GB	BryanDavies	minister	2003-06-13	2010-05-06	PoGB	-	-	-	-
GB	BryanDavies	minister	2009-06-05	2010-05-06	PoGB	-	-	-	-
GB	WilliamPeel	minister	2006-06-30	-	PoGB	-	-	-	-
GB	RanilJayawardena	minister	2020-05-06	-	PoGB	-	-	-	-
GB	PritiPatel	minister	2014-07-15	2015-05-08	PoGB	-	-	-	-
GB	PritiPatel	minister	2015-05-08	2016-07-14	PoGB	-	-	-	-
GB	PritiPatel	minister	2016-07-14	2017-11-08	PoGB	-	-	-	-
GB	PritiPatel	minister	2019-07-24	-	PoGB	-	-	-	-
GB	GiselaStuart	minister	1999-07-29	2001-06-07	PoGB	-	-	-	-
GB	AnthonyLloyd	minister	1997-05-06	1999-07-29	PoGB	-	-	-	-
GB	StephenGreen	minister	2011-01-11	2013-12-10	PoGB	-	-	-	-
GB	DanielPoulter	minister	2012-09-06	2015-03-30	PoGB	-	-	-	-
GB	KevinFoster	minister	2019-04-04	2019-12-16	PoGB	-	-	-	-
GB	KevinFoster	minister	2019-12-16	-	PoGB	-	-	-	-
GB	AndrewJones	minister	2015-05-08	2017-06-15	PoGB	-	-	-	-
GB	AndrewJones	minister	2017-06-15	2018-01-08	PoGB	-	-	-	-
GB	AndrewJones	minister	2018-11-13	2019-07-26	PoGB	-	-	-	-
GB	DawnPrimarolo	minister	1997-05-06	1999-01-03	PoGB	-	-	-	-
GB	DawnPrimarolo	minister	1999-01-04	2007-06-28	PoGB	-	-	-	-
GB	DawnPrimarolo	minister	2007-06-29	2009-06-08	PoGB	-	-	-	-
GB	DawnPrimarolo	minister	2009-06-09	2010-05-06	PoGB	-	-	-	-
GB	DaveWatts	minister	2005-05-10	2010-05-06	PoGB	-	-	-	-
GB	PeterLuff	minister	2010-05-17	2012-09-06	PoGB	-	-	-	-
GB	JacquelineDoylePrice	minister	2015-05-13	2017-06-14	PoGB	-	-	-	-
GB	JacquelineDoylePrice	minister	2017-06-14	2018-01-08	PoGB	-	-	-	-
GB	JacquelineDoylePrice	minister	2018-01-08	2019-07-26	PoGB	-	-	-	-
GB	JamesWharton	minister	2015-05-08	2016-07-17	PoGB	-	-	-	-
GB	JamesWharton	minister	2016-07-17	2017-06-12	PoGB	-	-	-	-
GB	ScottMann	minister	2021-01-22	-	PoGB	-	-	-	-
GB	GeorgeFreeman	minister	2014-07-15	2016-07-17	PoGB	-	-	-	-
GB	GeorgeFreeman	minister	2019-07-26	2020-02-13	PoGB	-	-	-	-
GB	GregoryBarker	minister	2010-05-13	2014-07-15	PoGB	-	-	-	-
GB	SarahNewton	minister	2015-05-13	2016-07-17	PoGB	-	-	-	-
GB	SarahNewton	minister	2016-07-17	2017-11-09	PoGB	-	-	-	-
GB	SarahNewton	minister	2017-11-09	2019-03-13	PoGB	-	-	-	-
GB	KeithVaz	minister	1999-05-17	1999-07-28	PoGB	-	-	-	-
GB	KeithVaz	minister	1999-10-11	2001-06-07	PoGB	-	-	-	-
GB	SeemaKennedy	minister	2019-04-04	2019-07-27	PoGB	-	-	-	-
GB	SeemaKennedy	minister	2019-07-27	2019-12-12	PoGB	-	-	-	-
GB	IanDuncan	minister	2017-06-20	2017-10-27	PoGB	-	-	-	-
GB	IanDuncan	minister	2017-10-27	2020-02-13	PoGB	-	-	-	-
GB	IanDuncan	minister	2019-07-26	2020-02-13	PoGB	-	-	-	-
GB	NosheenaMobarik	minister	2016-07-17	2017-04-06	PoGB	-	-	-	-
GB	VernonCoaker	minister	2003-06-13	2005-05-10	PoGB	-	-	-	-
GB	VernonCoaker	minister	2005-05-10	2006-05-05	PoGB	-	-	-	-
GB	VernonCoaker	minister	2006-05-05	2007-06-28	PoGB	-	-	-	-
GB	VernonCoaker	minister	2007-07-02	2008-10-05	PoGB	-	-	-	-
GB	VernonCoaker	minister	2008-10-05	2009-06-09	PoGB	-	-	-	-
GB	VernonCoaker	minister	2009-06-09	2010-05-06	PoGB	-	-	-	-
GB	ElizabethBerridge	minister	2019-07-29	2020-03-19	PoGB	-	-	-	-
GB	ElizabethBerridge	minister	2020-02-13	-	PoGB	-	-	-	-
GB	EricHoyle	minister	1997-05-15	1999-04-09	PoGB	-	-	-	-
GB	AndrewMitchell	minister	1992-01-11	1994-07-20	PoGB	-	-	-	-
GB	AndrewMitchell	minister	1994-07-20	1995-07-06	PoGB	-	-	-	-
GB	AndrewMitchell	minister	1995-07-06	1997-05-01	PoGB	-	-	-	-
GB	AndrewMitchell	minister	2010-05-12	2012-09-06	PoGB	-	-	-	-
GB	AndrewMitchell	minister	2012-09-04	2012-10-19	PoGB	-	-	-	-
GB	PatrickMcFadden	minister	2006-05-05	2007-06-28	PoGB	-	-	-	-
GB	PatrickMcFadden	minister	2007-07-02	2009-06-05	PoGB	-	-	-	-
GB	PatrickMcFadden	minister	2009-06-09	2010-05-06	PoGB	-	-	-	-
GB	MargotJames	minister	2015-05-13	2016-07-17	PoGB	-	-	-	-
GB	MargotJames	minister	2016-07-17	2018-01-09	PoGB	-	-	-	-
GB	MargotJames	minister	2018-01-09	2019-07-18	PoGB	-	-	-	-
GB	EdwardMiliband	minister	2006-05-05	2007-06-28	PoGB	-	-	-	-
GB	EdwardMiliband	minister	2007-06-28	2008-10-03	PoGB	-	-	-	-
GB	EdwardMiliband	minister	2008-10-03	2010-05-06	PoGB	-	-	-	-
GB	DavidStoddart	minister	1975-01-27	1976-04-14	PoGB	-	-	-	-
GB	DavidStoddart	minister	1976-04-04	1977-11-18	PoGB	-	-	-	-
GB	StevenWebb	minister	2010-05-13	2015-05-08	PoGB	-	-	-	-
GB	PeterMandelson	minister	1997-05-05	1998-07-26	PoGB	-	-	-	-
GB	PeterMandelson	minister	1998-07-27	1998-12-22	PoGB	-	-	-	-
GB	PeterMandelson	minister	1999-10-11	2001-01-24	PoGB	-	-	-	-
GB	PeterMandelson	minister	2008-10-13	2009-06-05	PoGB	-	-	-	-
GB	PeterMandelson	minister	2009-06-06	2010-05-06	PoGB	-	-	-	-
GB	MargaretMunn	minister	2005-05-10	2006-05-05	PoGB	-	-	-	-
GB	MargaretMunn	minister	2006-05-05	2007-06-28	PoGB	-	-	-	-
GB	MargaretMunn	minister	2007-07-02	2008-10-05	PoGB	-	-	-	-
GB	PeterFowler	minister	1979-05-11	1981-01-05	PoGB	-	-	-	-
GB	PeterFowler	minister	1981-01-05	1981-09-14	PoGB	-	-	-	-
GB	PeterFowler	minister	1981-09-14	1987-06-13	PoGB	-	-	-	-
GB	PeterFowler	minister	1987-06-13	1990-01-02	PoGB	-	-	-	-
GB	ThomasClarke	minister	1997-05-06	1998-07-28	PoGB	-	-	-	-
GB	DavidDavis	minister	1990-12-03	1993-05-27	PoGB	-	-	-	-
GB	DavidDavis	minister	1993-05-27	1994-07-19	PoGB	-	-	-	-
GB	DavidDavis	minister	1994-07-20	1997-05-02	PoGB	-	-	-	-
GB	DavidDavis	minister	2016-07-13	2018-07-08	PoGB	-	-	-	-
GB	PeterLilley	minister	1987-06-13	1989-07-23	PoGB	-	-	-	-
GB	PeterLilley	minister	1989-07-24	1990-07-13	PoGB	-	-	-	-
GB	PeterLilley	minister	1990-07-14	1992-04-09	PoGB	-	-	-	-
GB	PeterLilley	minister	1992-04-10	1997-05-01	PoGB	-	-	-	-
GB	RichardLuce	minister	1979-05-06	1981-09-13	PoGB	-	-	-	-
GB	RichardLuce	minister	1981-09-30	1982-04-05	PoGB	-	-	-	-
GB	RichardLuce	minister	1983-06-11	1985-09-02	PoGB	-	-	-	-
GB	RichardLuce	minister	1985-09-02	1990-07-23	PoGB	-	-	-	-
GB	RichardLuce	minister	2000-10-01	2006-10-11	PoGB	-	-	-	-
GB	ChrisPhilp	minister	2019-09-10	2020-02-13	PoGB	-	-	-	-
GB	ChrisPhilp	minister	2019-12-18	2020-02-13	PoGB	-	-	-	-
GB	ChrisPhilp	minister	2020-02-13	-	PoGB	-	-	-	-
GB	ShaileshVara	minister	2010-05-12	2012-09-06	PoGB	-	-	-	-
GB	ShaileshVara	minister	2013-10-07	2016-07-18	PoGB	-	-	-	-
