Country	PersonID	Role	From	To	Gov.	Ministry	Name-xx	Name-en	Comment
GB	ShaileshVara	minister	2015-07-09	2016-07-18	PoGB	-	-	-	-
GB	ShaileshVara	minister	2018-01-09	2018-07-23	PoGB	-	-	-	-
GB	ShaileshVara	minister	2018-07-23	2018-11-15	PoGB	-	-	-	-
GB	JohnDavies	minister	2008-10-05	2010-05-06	PoGB	-	-	-	-
GB	CarolineSpelman	minister	2010-05-12	2012-09-06	PoGB	-	-	-	-
GB	CarolineSpelman	minister	2015-05-21	2019-11-06	PoGB	-	-	-	-
GB	DouglasHogg	minister	1983-02-22	1984-10-10	PoGB	-	-	-	-
GB	DouglasHogg	minister	1986-09-10	1989-07-26	PoGB	-	-	-	-
GB	DouglasHogg	minister	1989-07-24	1990-11-01	PoGB	-	-	-	-
GB	DouglasHogg	minister	1990-11-02	1995-07-05	PoGB	-	-	-	-
GB	DouglasHogg	minister	1995-07-05	1997-05-01	PoGB	-	-	-	-
GB	MichaelMeacher	minister	1974-03-07	1975-06-12	PoGB	-	-	-	-
GB	MichaelMeacher	minister	1975-06-12	1976-04-14	PoGB	-	-	-	-
GB	MichaelMeacher	minister	1976-04-14	1979-05-04	PoGB	-	-	-	-
GB	MichaelMeacher	minister	1997-05-03	2001-06-07	PoGB	-	-	-	-
GB	MichaelMeacher	minister	2001-06-11	2003-06-13	PoGB	-	-	-	-
GB	JohnMorris	minister	1964-10-25	1966-03-31	PoGB	-	-	-	-
GB	JohnMorris	minister	1966-04-01	1968-04-06	PoGB	-	-	-	-
GB	JohnMorris	minister	1968-04-06	1970-01-18	PoGB	-	-	-	-
GB	JohnMorris	minister	1974-03-05	1979-05-04	PoGB	-	-	-	-
GB	JohnMorris	minister	1997-05-06	1999-07-28	PoGB	-	-	-	-
GB	IanAustin	minister	2008-10-05	2010-05-06	PoGB	-	-	-	-
GB	IanAustin	minister	2009-06-09	2010-05-06	PoGB	-	-	-	-
GB	JohnHoram	minister	1976-09-12	1979-05-03	PoGB	-	-	-	-
GB	JohnHoram	minister	1995-03-06	1995-11-27	PoGB	-	-	-	-
GB	JohnHoram	minister	1995-11-29	1997-05-01	PoGB	-	-	-	-
GB	SebastianCoe	minister	1996-06-02	1997-05-02	PoGB	-	-	-	-
GB	GavinBarwell	minister	2013-10-07	2014-07-15	PoGB	-	-	-	-
GB	GavinBarwell	minister	2014-07-15	2015-05-13	PoGB	-	-	-	-
GB	GavinBarwell	minister	2015-05-13	2016-07-17	PoGB	-	-	-	-
GB	GavinBarwell	minister	2016-07-17	2017-05-03	PoGB	-	-	-	-
GB	AngusMacdonald	minister	1999-07-29	2001-06-09	PoGB	-	-	-	-
GB	HughBayley	minister	1999-01-04	2001-06-07	PoGB	-	-	-	-
GB	TimothyYeo	minister	1990-11-28	1992-04-15	PoGB	-	-	-	-
GB	TimothyYeo	minister	1992-04-15	1993-05-27	PoGB	-	-	-	-
GB	TimothyYeo	minister	1993-05-27	1994-01-06	PoGB	-	-	-	-
GB	ThomasBrake	minister	2012-09-06	2015-05-08	PoGB	-	-	-	-
GB	ThomasBrake	minister	2014-11-04	2015-05-08	PoGB	-	-	-	-
GB	JohnStanley	minister	1979-05-07	1983-06-12	PoGB	-	-	-	-
GB	JohnStanley	minister	1983-06-13	1987-06-12	PoGB	-	-	-	-
GB	JohnStanley	minister	1987-06-12	1988-06-01	PoGB	-	-	-	-
GB	ChristopherChope	minister	1986-09-10	1990-07-22	PoGB	-	-	-	-
GB	ChristopherChope	minister	1990-07-23	1992-04-14	PoGB	-	-	-	-
GB	DorotheaThornton	minister	2008-02-18	2010-02-19	PoGB	-	-	-	-
GB	DorotheaThornton	minister	2010-02-19	2010-05-06	PoGB	-	-	-	-
GB	JohnTomlinson	minister	1976-03-17	1979-05-04	PoGB	-	-	-	-
GB	JohnTomlinson	minister	1977-01-03	1979-05-04	PoGB	-	-	-	-
GB	PhilipHammond	minister	2010-05-12	2011-10-14	PoGB	-	-	-	-
GB	PhilipHammond	minister	2011-10-14	2014-07-15	PoGB	-	-	-	-
GB	PhilipHammond	minister	2014-07-15	2016-07-13	PoGB	-	-	-	-
GB	PhilipHammond	minister	2016-07-13	2019-07-24	PoGB	-	-	-	-
GB	WilliamQuince	minister	2019-04-04	-	PoGB	-	-	-	-
GB	CarolineFlint	minister	2003-06-13	2005-05-10	PoGB	-	-	-	-
GB	CarolineFlint	minister	2005-05-10	2006-05-05	PoGB	-	-	-	-
GB	CarolineFlint	minister	2006-05-05	2007-06-28	PoGB	-	-	-	-
GB	CarolineFlint	minister	2007-06-28	2008-01-25	PoGB	-	-	-	-
GB	CarolineFlint	minister	2008-01-24	2008-10-03	PoGB	-	-	-	-
GB	CarolineFlint	minister	2008-10-03	2009-06-05	PoGB	-	-	-	-
GB	ChristopherPatten	minister	1983-06-14	1985-09-02	PoGB	-	-	-	-
GB	ChristopherPatten	minister	1985-09-05	1986-09-10	PoGB	-	-	-	-
GB	ChristopherPatten	minister	1986-09-10	1989-07-23	PoGB	-	-	-	-
GB	ChristopherPatten	minister	1989-07-24	1990-11-28	PoGB	-	-	-	-
GB	ChristopherPatten	minister	1990-11-28	1992-04-09	PoGB	-	-	-	-
GB	JoJohnson	minister	2012-09-06	2014-07-15	PoGB	-	-	-	-
GB	JoJohnson	minister	2013-04-25	2014-07-15	PoGB	-	-	-	-
GB	JoJohnson	minister	2014-07-15	2015-05-08	PoGB	-	-	-	-
GB	JoJohnson	minister	2015-05-08	2016-07-15	PoGB	-	-	-	-
GB	JoJohnson	minister	2016-07-15	2018-01-09	PoGB	-	-	-	-
GB	JoJohnson	minister	2018-01-09	2018-11-09	PoGB	-	-	-	-
GB	JoJohnson	minister	2019-07-24	-	PoGB	-	-	-	-
GB	JoJohnson	minister	2019-07-25	2019-09-05	PoGB	-	-	-	-
GB	DavidOwen	minister	1968-07-03	1970-06-18	PoGB	-	-	-	-
GB	DavidOwen	minister	1974-03-08	1974-07-26	PoGB	-	-	-	-
GB	DavidOwen	minister	1974-07-26	1976-09-10	PoGB	-	-	-	-
GB	DavidOwen	minister	1976-09-10	1977-02-21	PoGB	-	-	-	-
GB	DavidOwen	minister	1977-02-21	1979-05-04	PoGB	-	-	-	-
GB	JustinTomlinson	minister	2015-05-08	2016-07-17	PoGB	-	-	-	-
GB	JustinTomlinson	minister	2018-07-09	2019-04-04	PoGB	-	-	-	-
GB	JustinTomlinson	minister	2019-04-04	-	PoGB	-	-	-	-
GB	GlendaJackson	minister	1997-05-06	1999-07-29	PoGB	-	-	-	-
GB	GeorgeHollingbery	minister	2015-05-13	2016-07-17	PoGB	-	-	-	-
GB	GeorgeHollingbery	minister	2018-06-21	2019-07-25	PoGB	-	-	-	-
GB	JohnCope	minister	1979-05-16	1981-01-09	PoGB	-	-	-	-
GB	JohnCope	minister	1981-01-09	1983-06-13	PoGB	-	-	-	-
GB	JohnCope	minister	1983-06-11	1987-06-14	PoGB	-	-	-	-
GB	JohnCope	minister	1987-06-13	1989-07-25	PoGB	-	-	-	-
GB	JohnCope	minister	1989-07-25	1990-11-28	PoGB	-	-	-	-
GB	JohnCope	minister	1992-04-14	1994-07-19	PoGB	-	-	-	-
GB	CarolineChisholm	minister	2015-05-14	2016-12-21	PoGB	-	-	-	-
GB	CarolineChisholm	minister	2016-07-17	2016-12-21	PoGB	-	-	-	-
GB	CarolineChisholm	minister	2017-06-20	2018-03-29	PoGB	-	-	-	-
GB	CarolineChisholm	minister	2019-08-09	2020-02-13	PoGB	-	-	-	-
GB	DeborahStedmanScott	minister	2017-10-27	2019-07-29	PoGB	-	-	-	-
GB	DeborahStedmanScott	minister	2019-07-29	-	PoGB	-	-	-	-
GB	PetaBuscombe	minister	2016-12-21	2017-06-15	PoGB	-	-	-	-
GB	PetaBuscombe	minister	2017-06-15	2019-07-30	PoGB	-	-	-	-
GB	MarkSimmonds	minister	2012-09-06	2014-08-11	PoGB	-	-	-	-
GB	RachelMaclean	minister	2020-02-13	-	PoGB	-	-	-	-
GB	AmberRudd	minister	2013-10-07	2014-07-15	PoGB	-	-	-	-
GB	AmberRudd	minister	2014-07-15	2015-05-08	PoGB	-	-	-	-
GB	AmberRudd	minister	2015-05-08	2016-07-13	PoGB	-	-	-	-
GB	AmberRudd	minister	2016-07-13	2018-04-29	PoGB	-	-	-	-
GB	AmberRudd	minister	2018-01-09	2018-04-29	PoGB	-	-	-	-
GB	AmberRudd	minister	2018-11-16	2019-09-07	PoGB	-	-	-	-
GB	BruceGrocott	minister	2001-06-11	2002-05-29	PoGB	-	-	-	-
GB	BruceGrocott	minister	2002-05-29	2008-01-25	PoGB	-	-	-	-
GB	JohnWhitty	minister	2001-06-12	2003-06-13	PoGB	-	-	-	-
GB	JohnWhitty	minister	2003-06-13	2005-05-10	PoGB	-	-	-	-
GB	GeorgeMallochBrown	minister	2007-06-28	2009-07-24	PoGB	-	-	-	-
GB	GeorgeOsborne	minister	2010-05-12	2015-05-08	PoGB	-	-	-	-
GB	GeorgeOsborne	minister	2015-05-08	2016-07-13	PoGB	-	-	-	-
GB	TimothyKirkhope	minister	1990-11-28	1992-01-11	PoGB	-	-	-	-
GB	TimothyKirkhope	minister	1992-12-16	1995-07-07	PoGB	-	-	-	-
GB	TimothyKirkhope	minister	1995-07-07	1995-10-18	PoGB	-	-	-	-
GB	TimothyKirkhope	minister	1995-10-18	1997-05-01	PoGB	-	-	-	-
GB	AndrewSelous	minister	2014-07-15	2016-07-17	PoGB	-	-	-	-
GB	AndrewSelous	minister	2014-11-04	2016-07-17	PoGB	-	-	-	-
GB	AndrewSelous	minister	2020-01-10	-	PoGB	-	-	-	-
GB	RichardOttaway	minister	1995-10-18	1996-07-23	PoGB	-	-	-	-
GB	RichardOttaway	minister	1996-07-23	1997-05-02	PoGB	-	-	-	-
GB	AnneMarieTrevelyan	minister	2019-07-27	2019-12-23	PoGB	-	-	-	-
GB	AnneMarieTrevelyan	minister	2019-12-16	2020-02-13	PoGB	-	-	-	-
GB	AnneMarieTrevelyan	minister	2020-02-13	2020-09-02	PoGB	-	-	-	-
GB	AnneMarieTrevelyan	minister	2021-01-08	-	PoGB	-	-	-	-
GB	ThomasAshton	minister	2014-07-15	2017-06-20	PoGB	-	-	-	-
GB	ThomasAshton	minister	2016-07-17	2017-07-03	PoGB	-	-	-	-
GB	ThomasAshton	minister	2017-07-03	2019-07-26	PoGB	-	-	-	-
GB	ThomasAshton	minister	2019-07-26	-	PoGB	-	-	-	-
GB	JohnWhittingdale	minister	2015-05-08	2016-07-14	PoGB	-	-	-	-
GB	JohnWhittingdale	minister	2020-02-13	-	PoGB	-	-	-	-
GB	AngelaBrowning	minister	1994-07-20	1997-05-02	PoGB	-	-	-	-
GB	AngelaBrowning	minister	2011-05-01	2011-09-16	PoGB	-	-	-	-
GB	CherylGillan	minister	1995-07-06	1997-05-01	PoGB	-	-	-	-
GB	CherylGillan	minister	2010-05-12	2012-09-06	PoGB	-	-	-	-
GB	MargaretHillier	minister	2007-07-02	2009-08-06	PoGB	-	-	-	-
GB	MargaretHillier	minister	2009-11-09	2010-05-06	PoGB	-	-	-	-
GB	LucyNevilleRolfe	minister	2014-07-17	2016-07-17	PoGB	-	-	-	-
GB	LucyNevilleRolfe	minister	2015-05-12	2016-07-17	PoGB	-	-	-	-
GB	LucyNevilleRolfe	minister	2016-07-17	2016-12-21	PoGB	-	-	-	-
GB	LucyNevilleRolfe	minister	2016-12-21	2017-06-13	PoGB	-	-	-	-
GB	MarkField	minister	2017-06-13	2019-07-25	PoGB	-	-	-	-
GB	RichardHowe	minister	1970-06-23	1972-11-04	PoGB	-	-	-	-
GB	RichardHowe	minister	1972-11-01	1974-03-04	PoGB	-	-	-	-
GB	RichardHowe	minister	1979-05-05	1983-06-10	PoGB	-	-	-	-
GB	RichardHowe	minister	1983-06-11	1989-07-23	PoGB	-	-	-	-
GB	RichardHowe	minister	1989-07-24	1990-11-01	PoGB	-	-	-	-
GB	JohnAttlee	minister	2010-05-11	2014-04-08	PoGB	-	-	-	-
GB	JohnAttlee	minister	2010-10-13	2013-10-07	PoGB	-	-	-	-
GB	RobertWallace	minister	2014-07-15	2015-05-08	PoGB	-	-	-	-
GB	RobertWallace	minister	2015-05-08	2016-07-17	PoGB	-	-	-	-
GB	RobertWallace	minister	2016-07-17	2019-07-24	PoGB	-	-	-	-
GB	RobertWallace	minister	2019-07-24	-	PoGB	-	-	-	-
GB	DanielRogerson	minister	2013-10-07	2015-05-08	PoGB	-	-	-	-
GB	AlunCairns	minister	2014-07-15	2016-03-19	PoGB	-	-	-	-
GB	AlunCairns	minister	2016-03-19	2019-12-16	PoGB	-	-	-	-
GB	SimonHaskel	minister	1997-05-08	1998-08-28	PoGB	-	-	-	-
GB	HarriettBaldwin	minister	2014-02-08	2014-07-15	PoGB	-	-	-	-
GB	HarriettBaldwin	minister	2014-07-15	2015-05-08	PoGB	-	-	-	-
GB	HarriettBaldwin	minister	2015-05-08	2016-07-17	PoGB	-	-	-	-
GB	HarriettBaldwin	minister	2016-07-17	2018-01-09	PoGB	-	-	-	-
GB	HarriettBaldwin	minister	2018-01-09	2019-07-25	PoGB	-	-	-	-
GB	MichaelFabricant	minister	2010-05-12	2012-09-06	PoGB	-	-	-	-
GB	DavidEvennett	minister	2012-09-06	2018-01-09	PoGB	-	-	-	-
GB	DavidEvennett	minister	2016-01-01	2016-07-17	PoGB	-	-	-	-
GB	LyndaClark	minister	1999-06-12	2006-05-05	PoGB	-	-	-	-
GB	PaulBoateng	minister	1997-05-06	1998-10-28	PoGB	-	-	-	-
GB	PaulBoateng	minister	1998-10-28	2001-06-07	PoGB	-	-	-	-
GB	PaulBoateng	minister	2001-06-11	2002-05-29	PoGB	-	-	-	-
GB	PaulBoateng	minister	2002-05-29	2005-05-06	PoGB	-	-	-	-
GB	TimothyBoswell	minister	1990-07-25	1992-04-14	PoGB	-	-	-	-
GB	TimothyBoswell	minister	1992-04-15	1992-12-10	PoGB	-	-	-	-
GB	TimothyBoswell	minister	1992-12-19	1995-07-06	PoGB	-	-	-	-
GB	TimothyBoswell	minister	1995-07-06	1997-05-01	PoGB	-	-	-	-
GB	DavidMundell	minister	2010-05-14	2015-05-08	PoGB	-	-	-	-
GB	DavidMundell	minister	2015-05-08	2019-07-24	PoGB	-	-	-	-
GB	AngelaWatkinson	minister	2010-05-12	2012-09-06	PoGB	-	-	-	-
GB	MarkFrancois	minister	2010-05-12	2012-09-06	PoGB	-	-	-	-
GB	MarkFrancois	minister	2012-09-06	2015-05-08	PoGB	-	-	-	-
GB	MarkFrancois	minister	2015-05-08	2016-07-17	PoGB	-	-	-	-
GB	NicholasSoames	minister	1992-04-14	1994-07-20	PoGB	-	-	-	-
GB	NicholasSoames	minister	1994-07-20	1997-05-01	PoGB	-	-	-	-
GB	CliveBetts	minister	1997-05-08	1998-07-28	PoGB	-	-	-	-
GB	CliveBetts	minister	1998-07-28	2001-06-07	PoGB	-	-	-	-
GB	NicholasHurd	minister	2010-05-12	2014-07-15	PoGB	-	-	-	-
GB	NicholasHurd	minister	2015-11-28	2016-07-16	PoGB	-	-	-	-
GB	NicholasHurd	minister	2016-07-16	2017-06-12	PoGB	-	-	-	-
GB	NicholasHurd	minister	2017-06-12	2019-07-25	PoGB	-	-	-	-
GB	NicholasHurd	minister	2018-11-14	2019-12-16	PoGB	-	-	-	-
GB	NicholasHurd	minister	2019-07-25	2019-12-12	PoGB	-	-	-	-
GB	DesmondSwayne	minister	2012-09-06	2013-10-07	PoGB	-	-	-	-
GB	DesmondSwayne	minister	2013-10-07	2014-07-15	PoGB	-	-	-	-
GB	DesmondSwayne	minister	2014-07-15	2016-07-17	PoGB	-	-	-	-
GB	BernardStewart	minister	1983-01-06	1983-10-17	PoGB	-	-	-	-
GB	BernardStewart	minister	1983-10-18	1987-06-12	PoGB	-	-	-	-
GB	BernardStewart	minister	1987-06-13	1988-07-24	PoGB	-	-	-	-
GB	BernardStewart	minister	1988-07-25	1989-07-25	PoGB	-	-	-	-
GB	MichaelFreer	minister	2017-06-15	2018-07-26	PoGB	-	-	-	-
GB	MichaelFreer	minister	2018-07-26	2019-07-01	PoGB	-	-	-	-
GB	MichaelFreer	minister	2019-12-17	-	PoGB	-	-	-	-
GB	ThomasPursglove	minister	2019-07-29	-	PoGB	-	-	-	-
GB	MichaelHoward	minister	1985-09-02	1987-06-13	PoGB	-	-	-	-
GB	MichaelHoward	minister	1987-06-13	1988-07-24	PoGB	-	-	-	-
GB	MichaelHoward	minister	1988-07-25	1989-07-23	PoGB	-	-	-	-
GB	MichaelHoward	minister	1989-07-25	1990-01-02	PoGB	-	-	-	-
GB	MichaelHoward	minister	1990-01-02	1992-04-10	PoGB	-	-	-	-
GB	MichaelHoward	minister	1992-04-11	1993-05-26	PoGB	-	-	-	-
GB	MichaelHoward	minister	1993-05-27	1997-05-01	PoGB	-	-	-	-
GB	MichaelAncram	minister	1983-06-13	1987-06-14	PoGB	-	-	-	-
GB	MichaelAncram	minister	1993-05-27	1994-01-05	PoGB	-	-	-	-
GB	DanielAlexander	minister	2010-05-12	2010-05-29	PoGB	-	-	-	-
GB	DanielAlexander	minister	2010-06-29	2015-05-08	PoGB	-	-	-	-
GB	WilliamSpicer	minister	1984-09-11	1987-06-13	PoGB	-	-	-	-
GB	WilliamSpicer	minister	1987-06-13	1990-01-03	PoGB	-	-	-	-
GB	WilliamSpicer	minister	1990-01-03	1990-11-28	PoGB	-	-	-	-
GB	MarkHoban	minister	2010-05-13	2012-09-06	PoGB	-	-	-	-
GB	MarkHoban	minister	2012-09-06	2013-10-07	PoGB	-	-	-	-
GB	CharlesHendry	minister	2010-05-13	2012-09-06	PoGB	-	-	-	-
GB	BrettElphicke	minister	2015-05-13	2016-07-17	PoGB	-	-	-	-
GB	JohnEden	minister	1970-06-23	1970-10-15	PoGB	-	-	-	-
GB	JohnEden	minister	1970-10-15	1972-04-06	PoGB	-	-	-	-
GB	JohnEden	minister	1972-04-07	1974-03-08	PoGB	-	-	-	-
GB	AlastairGoodlad	minister	1981-01-09	1982-02-05	PoGB	-	-	-	-
GB	AlastairGoodlad	minister	1982-02-16	1984-09-10	PoGB	-	-	-	-
GB	AlastairGoodlad	minister	1984-09-11	1987-06-13	PoGB	-	-	-	-
GB	AlastairGoodlad	minister	1989-07-25	1990-07-22	PoGB	-	-	-	-
GB	AlastairGoodlad	minister	1990-07-22	1992-04-13	PoGB	-	-	-	-
GB	AlastairGoodlad	minister	1992-04-14	1995-07-05	PoGB	-	-	-	-
GB	AlastairGoodlad	minister	1995-07-05	1997-05-01	PoGB	-	-	-	-
GB	DouglasHurd	minister	1979-05-06	1983-06-11	PoGB	-	-	-	-
GB	DouglasHurd	minister	1983-06-13	1984-09-11	PoGB	-	-	-	-
GB	DouglasHurd	minister	1984-09-11	1985-09-02	PoGB	-	-	-	-
GB	DouglasHurd	minister	1985-09-03	1989-10-25	PoGB	-	-	-	-
GB	DouglasHurd	minister	1989-10-26	1995-04-07	PoGB	-	-	-	-
GB	JamesYounger	minister	2012-06-25	2013-01-09	PoGB	-	-	-	-
GB	JamesYounger	minister	2012-09-06	2013-01-09	PoGB	-	-	-	-
GB	JamesYounger	minister	2013-01-09	2014-07-17	PoGB	-	-	-	-
GB	JamesYounger	minister	2015-05-14	-	PoGB	-	-	-	-
GB	JamesYounger	minister	2016-07-18	2017-06-14	PoGB	-	-	-	-
GB	JamesYounger	minister	2019-07-27	2020-02-14	PoGB	-	-	-	-
GB	JoanRyan	minister	2002-05-29	2003-06-13	PoGB	-	-	-	-
GB	JoanRyan	minister	2003-06-13	2006-05-05	PoGB	-	-	-	-
GB	JoanRyan	minister	2006-05-05	2007-06-28	PoGB	-	-	-	-
GB	JoanRyan	minister	2007-06-29	2008-09-14	PoGB	-	-	-	-
GB	DominicRaab	minister	2015-05-13	2016-07-16	PoGB	-	-	-	-
GB	DominicRaab	minister	2017-06-13	2018-01-09	PoGB	-	-	-	-
GB	DominicRaab	minister	2018-01-09	2018-07-09	PoGB	-	-	-	-
GB	DominicRaab	minister	2018-07-09	2018-11-15	PoGB	-	-	-	-
GB	DominicRaab	minister	2019-07-24	2020-09-02	PoGB	-	-	-	-
GB	DominicRaab	minister	2020-09-02	-	PoGB	-	-	-	-
GB	JohnGlen	minister	2017-06-14	2017-07-03	PoGB	-	-	-	-
GB	JohnGlen	minister	2017-07-03	2018-01-09	PoGB	-	-	-	-
GB	JohnGlen	minister	2018-01-09	-	PoGB	-	-	-	-
GB	EdwardGarnier	minister	2010-05-14	2012-09-06	PoGB	-	-	-	-
GB	JonathanHopkin	minister	2010-06-03	2013-01-07	PoGB	-	-	-	-
GB	JonathanHopkin	minister	2013-01-07	2014-07-15	PoGB	-	-	-	-
GB	MichaelPenning	minister	2010-05-17	2012-09-06	PoGB	-	-	-	-
GB	MichaelPenning	minister	2012-09-06	2013-10-07	PoGB	-	-	-	-
GB	MichaelPenning	minister	2013-10-07	2014-07-15	PoGB	-	-	-	-
GB	MichaelPenning	minister	2014-07-15	2016-07-15	PoGB	-	-	-	-
GB	MichaelPenning	minister	2016-07-15	2017-06-12	PoGB	-	-	-	-
GB	BrianMawhinney	minister	1986-09-10	1990-11-28	PoGB	-	-	-	-
GB	BrianMawhinney	minister	1992-04-14	1994-07-19	PoGB	-	-	-	-
GB	BrianMawhinney	minister	1994-07-20	1995-07-05	PoGB	-	-	-	-
GB	BrianMawhinney	minister	1995-07-05	1997-05-01	PoGB	-	-	-	-
GB	MariaEagle	minister	2001-06-11	2005-05-10	PoGB	-	-	-	-
GB	MariaEagle	minister	2005-05-10	2006-05-05	PoGB	-	-	-	-
GB	MariaEagle	minister	2006-05-05	2007-06-28	PoGB	-	-	-	-
GB	MariaEagle	minister	2007-07-02	2009-06-09	PoGB	-	-	-	-
GB	MariaEagle	minister	2008-10-05	2009-06-09	PoGB	-	-	-	-
GB	MariaEagle	minister	2009-06-09	2010-05-06	PoGB	-	-	-	-
GB	AndrewRobathan	minister	2010-05-17	2012-09-06	PoGB	-	-	-	-
GB	AndrewRobathan	minister	2012-09-06	2013-10-07	PoGB	-	-	-	-
GB	AndrewRobathan	minister	2013-10-07	2014-07-15	PoGB	-	-	-	-
GB	JoanRuddock	minister	1997-06-11	1998-07-28	PoGB	-	-	-	-
GB	JoanRuddock	minister	2007-07-02	2008-10-05	PoGB	-	-	-	-
GB	JoanRuddock	minister	2008-10-05	2009-06-09	PoGB	-	-	-	-
GB	JoanRuddock	minister	2009-06-09	2010-05-06	PoGB	-	-	-	-
GB	DavidTriesman	minister	2003-12-19	2005-05-10	PoGB	-	-	-	-
GB	DavidTriesman	minister	2005-05-10	2007-06-28	PoGB	-	-	-	-
GB	DavidTriesman	minister	2007-06-29	2008-01-25	PoGB	-	-	-	-
GB	PeterHain	minister	1997-05-06	1999-07-29	PoGB	-	-	-	-
GB	PeterHain	minister	1999-07-29	2000-01-24	PoGB	-	-	-	-
GB	PeterHain	minister	2001-01-25	2001-06-07	PoGB	-	-	-	-
GB	PeterHain	minister	2001-06-11	2002-10-24	PoGB	-	-	-	-
GB	PeterHain	minister	2002-10-24	2008-01-24	PoGB	-	-	-	-
GB	PeterHain	minister	2003-06-12	2005-05-06	PoGB	-	-	-	-
GB	PeterHain	minister	2005-05-06	2007-06-28	PoGB	-	-	-	-
GB	PeterHain	minister	2007-06-28	2008-01-24	PoGB	-	-	-	-
GB	PeterHain	minister	2009-06-06	2010-05-06	PoGB	-	-	-	-
GB	ThrseCoffey	minister	2014-07-15	2015-05-08	PoGB	-	-	-	-
GB	ThrseCoffey	minister	2015-05-08	2016-07-17	PoGB	-	-	-	-
GB	ThrseCoffey	minister	2016-07-17	2019-07-25	PoGB	-	-	-	-
GB	ThrseCoffey	minister	2019-07-29	2019-09-08	PoGB	-	-	-	-
GB	ThrseCoffey	minister	2019-09-08	-	PoGB	-	-	-	-
GB	DavidHeath	minister	2010-05-17	2012-09-06	PoGB	-	-	-	-
GB	DavidHeath	minister	2012-09-06	2013-10-07	PoGB	-	-	-	-
GB	RogerFreeman	minister	1986-05-21	1988-12-15	PoGB	-	-	-	-
GB	RogerFreeman	minister	1988-12-16	1990-05-04	PoGB	-	-	-	-
GB	RogerFreeman	minister	1990-05-04	1990-11-28	PoGB	-	-	-	-
GB	RogerFreeman	minister	1990-11-28	1994-07-20	PoGB	-	-	-	-
GB	RogerFreeman	minister	1994-07-20	1995-07-05	PoGB	-	-	-	-
GB	RogerFreeman	minister	1995-07-05	1997-05-01	PoGB	-	-	-	-
GB	ThomasGraham	minister	1976-04-14	1979-05-04	PoGB	-	-	-	-
GB	LeoDocherty	minister	2019-07-29	-	PoGB	-	-	-	-
GB	RobertBuckland	minister	2014-07-15	2019-05-09	PoGB	-	-	-	-
GB	RobertBuckland	minister	2019-05-09	2019-07-24	PoGB	-	-	-	-
GB	RobertBuckland	minister	2019-07-24	-	PoGB	-	-	-	-
GB	IainStewart	minister	2018-07-26	2019-12-17	PoGB	-	-	-	-
GB	IainStewart	minister	2019-12-17	-	PoGB	-	-	-	-
GB	AndreaLeadsom	minister	2014-04-09	2015-05-08	PoGB	-	-	-	-
GB	AndreaLeadsom	minister	2015-05-08	2016-07-14	PoGB	-	-	-	-
GB	AndreaLeadsom	minister	2016-07-14	2017-06-11	PoGB	-	-	-	-
GB	AndreaLeadsom	minister	2017-06-11	2019-05-22	PoGB	-	-	-	-
GB	AndreaLeadsom	minister	2019-07-24	2020-02-13	PoGB	-	-	-	-
GB	NigelLawson	minister	1979-05-06	1981-09-29	PoGB	-	-	-	-
GB	NigelLawson	minister	1981-09-14	1983-06-10	PoGB	-	-	-	-
GB	NigelLawson	minister	1983-06-11	1989-10-25	PoGB	-	-	-	-
GB	TessaBlackstone	minister	2001-06-11	2003-06-13	PoGB	-	-	-	-
GB	PeterGoldsmith	minister	2001-06-12	2007-06-28	PoGB	-	-	-	-
GB	SandipVerma	minister	2010-05-11	2012-09-06	PoGB	-	-	-	-
GB	SandipVerma	minister	2010-10-13	2012-09-06	PoGB	-	-	-	-
GB	SandipVerma	minister	2011-09-05	2012-09-06	PoGB	-	-	-	-
GB	SandipVerma	minister	2012-09-06	2015-05-07	PoGB	-	-	-	-
GB	SandipVerma	minister	2015-05-12	2016-07-17	PoGB	-	-	-	-
GB	SueEllenBraverman	minister	2018-01-09	2018-11-15	PoGB	-	-	-	-
GB	SueEllenBraverman	minister	2020-02-13	-	PoGB	-	-	-	-
GB	AnthonyTimpson	minister	2012-09-06	2015-05-08	PoGB	-	-	-	-
GB	AnthonyTimpson	minister	2015-05-08	2017-06-12	PoGB	-	-	-	-
GB	LyndaChalker	minister	1979-05-07	1982-03-05	PoGB	-	-	-	-
GB	LyndaChalker	minister	1982-03-05	1983-10-18	PoGB	-	-	-	-
GB	LyndaChalker	minister	1983-10-18	1986-01-10	PoGB	-	-	-	-
GB	LyndaChalker	minister	1986-01-11	1989-07-24	PoGB	-	-	-	-
GB	LyndaChalker	minister	1989-07-24	1997-05-01	PoGB	-	-	-	-
GB	OliviaBloomfield	minister	2019-07-29	-	PoGB	-	-	-	-
GB	JoannaPenn	minister	2020-03-19	-	PoGB	-	-	-	-
GB	LindsayGranshaw	minister	2010-05-11	2015-03-04	PoGB	-	-	-	-
GB	LindsayGranshaw	minister	2011-09-05	2014-11-04	PoGB	-	-	-	-
GB	LindsayGranshaw	minister	2013-10-07	2014-11-05	PoGB	-	-	-	-
GB	LindsayGranshaw	minister	2014-11-04	2015-05-07	PoGB	-	-	-	-
GB	StephenHammond	minister	2012-09-06	2014-07-15	PoGB	-	-	-	-
GB	StephenHammond	minister	2018-11-16	2019-07-25	PoGB	-	-	-	-
GB	MarkSpencer	minister	2016-06-15	2017-06-15	PoGB	-	-	-	-
