Country	PersonID	Role	From	To	GovtTermID	MinistryID	Name-xx	Name-en	URL	Comment
NL	WopkeHoekstra	minister	2017-10-26	2022-01-09	-	-	Minister van Financiën	Minister of Finance	-	-
NL	WopkeHoekstra	minister	2022-01-10	-	-	-	Minister van Buitenlandse Zaken	Minister of Foreign Affairs	-	-
NL	RonaldPlasterk	minister	2012-11-05	2017-10-26	-	-	Minister van Binnenlandse Zaken en Koninkrijksrelaties	Minister of the Interior and Kingdom Relations	-	-
NL	EricWiebes	minister	2017-10-26	2021-01-15	-	-	Minister van Economische Zaken en Klimaat	Minister of Economic Affairs and Climate Policy	-	-
NL	IvoOpstelten	minister	2010-10-14	2015-03-09	-	-	Minister van Justitie en Veiligheid	Minister of Justice and Security	-	-
NL	JetBussemaker	minister	2012-11-05	2017-10-26	-	-	Minister van Onderwijs, Cultuur en Wetenschap	Minister of Education, Culture and Science	-	-
NL	HenkKamp	minister	2012-11-05	2017-10-26	-	-	Minister van Economische Zaken en Klimaat	Minister of Economic Affairs and Climate Policy	-	-
NL	HenkKamp	minister	2021-09-24	2022-01-10	-	-	Minister van Defensie	Minister of Defence	-	-
NL	StefBlok	minister	2018-03-07	2021-05-15	-	-	Minister van Buitenlandse Zaken	Minister of Foreign Affairs	-	-
NL	StefBlok	minister	2021-05-16	2022-01-10	-	-	Minister van Economische Zaken en Klimaat	Minister of Economic Affairs and Climate Policy	-	-
NL	BertKoenders	minister	2012-11-05	2017-10-26	-	-	Minister van Buitenlandse Zaken	Minister of Foreign Affairs	-	-
NL	LodewijkAsscher	minister	2012-11-05	2017-10-26	-	-	Minister van Sociale Zaken en Werkgelegenheid	Minister of Social Affairs and Employment	-	-
NL	JeroenDijsselbloem	minister	2012-11-05	2017-10-26	-	-	Minister van Financiën	Minister of Finance	-	-
NL	MarkRutte	minister	2010-10-14	-	-	-	Minister van Algemene Zaken	Ministry of General Affairs	-	-
NL	ArdvanderSteur	minister	2015-03-20	2017-01-26	-	-	Minister van Justitie en Veiligheid	Minister of Justice and Security	-	-
NL	BenKnapen	minister	2021-09-24	2022-01-10	-	-	Minister van Buitenlandse Zaken	Minister of Foreign Affairs	-	-
NL	SanderDekker	minister	2017-10-26	2022-01-10	-	-	Minister voor Rechtsbescherming	Minister of Justice	-	-
NL	MelanieHenriëtteSchultzvanHaegen-MaasGeesteranus	minister	2010-10-14	2017-10-26	-	-	Minister van Infrastructuur en Waterstaat	Minister of Infrastructure and Water Management	-	-
NL	ArieSlob	minister	2017-10-26	2022-01-10	-	-	Minister voor Primair en Voortgezet Onderwijs	Minister of Primary and Secondary Education	-	-
NL	HalbeZijlstra	minister	2017-10-26	2018-02-13	-	-	Minister van Buitenlandse Zaken	Minister of Foreign Affairs	-	-
NL	StientjevanVeldhoven	minister	2019-11-01	2020-04-14	-	-	Minister voor Milieu en Wonen	Minister for Environment and Housing	-	-
NL	HankeBruinsSlot	minister	2022-01-10	-	-	-	Minister van Binnenlandse Zaken en Koninkrijksrelaties	Minister of the Interior and Kingdom Relations	-	-
NL	CarolaSchouten	minister	2017-10-26	2022-01-09	-	-	Minister van Landbouw, Natuur en Voedselkwaliteit	Minister of Agriculture	-	-
NL	CarolaSchouten	minister	2022-01-10	2022-09-04	-	-	Minister voor Armoedebeleid, Participatie en Pensioenen	Minister of Poverty Policy, Participation and Pensions	-	-
NL	CarolaSchouten	minister	2022-09-05	2022-10-03	-	-	Minister van Landbouw, Natuur en Voedselkwaliteit	Minister of Agriculture	-	-
NL	RaymondKnops	minister	2019-11-01	2020-04-14	-	-	Minister van Binnenlandse Zaken en Koninkrijksrelaties	Minister of the Interior and Kingdom Relations	-	-
NL	MarkHarbers	minister	2022-01-10	-	-	-	Minister van Infrastructuur en Waterstaat	Minister of Infrastructure and Water Management	-	-
NL	WouterKoolmees	minister	2017-10-26	2022-01-10	-	-	Minister van Sociale Zaken en Werkgelegenheid	Minister of Social Affairs and Employment	-	-
NL	BasvantWout	minister	2020-01-20	2021-05-25	-	-	Minister van Economische Zaken en Klimaat	Minister of Economic Affairs and Climate Policy	-	-
NL	BarbaraVisser	minister	2021-08-31	2022-01-10	-	-	Minister van Infrastructuur en Waterstaat	Minister of Infrastructure and Water Management	-	-
NL	MartinvanRijn	minister	2020-03-23	2020-07-09	-	-	Minister voor Medische Zorg	Minister of Medical Care	-	-
NL	TamaravanArk	minister	2020-08-09	2021-09-03	-	-	Minister voor Medische Zorg	Minister for Medical Care	-	-
NL	LiliannePloumen	minister	2012-11-05	2017-10-26	-	-	Minister voor Buitenlandse Handel en Ontwikkelingssamenwerking	Minister for Foreign Trade and Development Cooperation	-	-
NL	KlaasDijkhoff	minister	2017-10-04	2017-10-26	-	-	Minister van Defensie	Minister of Defence	-	-
NL	SigridKaag	minister	2017-10-26	2021-01-08	-	-	Minister voor Buitenlandse Handel en Ontwikkelingssamenwerking	Minister for Foreign Trade and Development Cooperation	-	-
NL	SigridKaag	minister	2021-05-25	2021-09-17	-	-	Minister van Buitenlandse Zaken	Minister of Foreign Affairs	-	-
NL	SigridKaag	minister	2022-01-10	-	-	-	Minister van Financiën	Minister of Finance	-	-
NL	FerdGrapperhaus	minister	2017-10-26	2022-01-10	-	-	Minister van Justitie en Veiligheid	Minister of Justice and Security	-	-
NL	IngridvanEngelshoven	minister	2017-10-26	2022-01-10	-	-	Minister van Onderwijs, Cultuur en Wetenschap	Minister of Education, Culture and Science	-	-
NL	EdithSchippers	minister	2010-10-14	2017-10-26	-	-	Minister van Volksgezondheid, Welzijn en Sport	Minister of Health, Welfare and Sport	-	-
NL	DilanYeşilgöz-Zegerius	minister	2022-01-10	-	-	-	Minister van Justitie en Veiligheid	Minister of Justice and Security	-	-
NL	RobJetten	minister	2022-01-10	-	-	-	Minister voor Klimaat en Energie	Minister for Climate and Energy	-	-
NL	AnkBijleveld	minister	2017-10-26	2021-09-17	-	-	Minister van Defensie	Minister of Defence	-	-
NL	BrunoBruins	minister	2017-10-26	2020-03-19	-	-	Minister voor Medische Zorg	Minister of Medical Care	-	-
NL	HugodeJonge	minister	2017-10-26	2022-01-09	-	-	Minister van Volksgezondheid, Welzijn en Sport	Minister of Health, Welfare and Sport	-	-
NL	HugodeJonge	minister	2022-01-10	-	-	-	Minister voor Volkshuisvesting en Ruimtelijke Ordening	Minister for Housing	-	-
NL	KajsaOllongren	minister	2017-10-26	2019-11-01	-	-	Minister van Binnenlandse Zaken en Koninkrijksrelaties	Minister of the Interior and Kingdom Relations	-	-
NL	KajsaOllongren	minister	2022-01-10	-	-	-	Minister van Defensie	Minister of Defence	-	-
NL	JeanineHennis-Plasschaert	minister	2012-11-05	2017-10-04	-	-	Minister van Defensie	Minister of Defence	-	-
NL	CoravanNieuwenhuijzen-Wijbenga	minister	2017-10-26	2021-08-21	-	-	Minister van Infrastructuur en Waterstaat	Minister of Infrastructure and Water Management	-	-
NL	AnkBijleveld-Schouten	minister	2017-10-26	2021-09-17	-	-	Minister van Defensie	Minister of Defence	-	-
NL	MickyAdriaansens	minister	2022-01-10	-	-	-	Minister van Economische Zaken en Klimaat	Minister of Economic Affairs and Climate Policy	-	-
NL	KarienVanGennip	minister	2022-01-10	-	-	-	Minister van Sociale Zaken en Werkgelegenheid	Minister of Social Affairs and Employment	-	-
NL	ErnstKuipers	minister	2022-01-10	-	-	-	Minister van Volksgezondheid, Welzijn en Sport	Minister of Health, Welfare and Sport	-	-
NL	RobertDijkgraaf	minister	2022-01-10	-	-	-	Minister van Onderwijs, Cultuur en Wetenschap	Minister of Education, Culture and Science	-	-
NL	LiesjeSchreinemacher	minister	2022-01-10	-	-	-	Minister voor Buitenlandse Handel en Ontwikkelingssamenwerking	Minister for Foreign Trade and Development Cooperation	-	-
