ParlaMint_ministers-BA.log:ERROR: Person TurkovićBisera not found in TEI corpus, skipping!
ParlaMint_ministers-BA.log:ERROR: Person OsmićZekerijah not found in TEI corpus, skipping!
ParlaMint_ministers-ES.log:ERROR: Person SaenzDeSantamariaSoraya not found in TEI corpus, skipping!
ParlaMint_ministers-ES.log:ERROR: Person BolanosFelix not found in TEI corpus, skipping!
ParlaMint_ministers-ES.log:ERROR: Person DeGuindosLuis not found in TEI corpus, skipping!
ParlaMint_ministers-ES.log:ERROR: Person EscolanoRoman not found in TEI corpus, skipping!
ParlaMint_ministers-ES.log:ERROR: Person CalvinoNadia not found in TEI corpus, skipping!
ParlaMint_ministers-ES.log:ERROR: Person CaneteMiguelArias not found in TEI corpus, skipping!
ParlaMint_ministers-ES.log:ERROR: Person GarciaTejerinaIsabel not found in TEI corpus, skipping!
ParlaMint_ministers-ES.log:ERROR: Person GarciaMargalloYMarfilJose not found in TEI corpus, skipping!
ParlaMint_ministers-ES.log:ERROR: Person DastisQuecedoAlfonso not found in TEI corpus, skipping!
ParlaMint_ministers-ES.log:ERROR: Person GonzalezLayaArancha not found in TEI corpus, skipping!
ParlaMint_ministers-ES.log:ERROR: Person AlbaresJoseManuel not found in TEI corpus, skipping!
ParlaMint_ministers-ES.log:ERROR: Person CatalaPoloRafael not found in TEI corpus, skipping!
ParlaMint_ministers-ES.log:ERROR: Person DelgradoGarciaDolores not found in TEI corpus, skipping!
ParlaMint_ministers-ES.log:ERROR: Person CompoJuanCarlos not found in TEI corpus, skipping!
ParlaMint_ministers-ES.log:ERROR: Person LlopCuencaPilar not found in TEI corpus, skipping!
ParlaMint_ministers-ES.log:ERROR: Person MorenesPedro not found in TEI corpus, skipping!
ParlaMint_ministers-ES.log:ERROR: Person DeCospoedalMariaDolores not found in TEI corpus, skipping!
ParlaMint_ministers-ES.log:ERROR: Person MontoroRomeroCristobal not found in TEI corpus, skipping!
ParlaMint_ministers-ES.log:ERROR: Person FernandezDiazJorge not found in TEI corpus, skipping!
ParlaMint_ministers-ES.log:ERROR: Person ZoidoAlvarezJuanIgnacio not found in TEI corpus, skipping!
ParlaMint_ministers-ES.log:ERROR: Person GrandeMariaskaFernando not found in TEI corpus, skipping!
ParlaMint_ministers-ES.log:ERROR: Person PastorJulianAna not found in TEI corpus, skipping!
ParlaMint_ministers-ES.log:ERROR: Person DeLaSernaInigo not found in TEI corpus, skipping!
ParlaMint_ministers-ES.log:ERROR: Person AbalosMecoJoseLuis not found in TEI corpus, skipping!
ParlaMint_ministers-ES.log:ERROR: Person SanchezJimenezRaquel not found in TEI corpus, skipping!
ParlaMint_ministers-ES.log:ERROR: Person WertJoseIgnacio not found in TEI corpus, skipping!
ParlaMint_ministers-ES.log:ERROR: Person MendezDeVigoInigo not found in TEI corpus, skipping!
ParlaMint_ministers-ES.log:ERROR: Person CelaaIsabel not found in TEI corpus, skipping!
ParlaMint_ministers-ES.log:ERROR: Person AlegriaPilar not found in TEI corpus, skipping!
ParlaMint_ministers-ES.log:ERROR: Person DiazYolanda not found in TEI corpus, skipping!
ParlaMint_ministers-ES.log:ERROR: Person SoriaLopezJoseManuel not found in TEI corpus, skipping!
ParlaMint_ministers-ES.log:ERROR: Person DeGuindosLuis not found in TEI corpus, skipping!
ParlaMint_ministers-ES.log:ERROR: Person EscolanoRoman not found in TEI corpus, skipping!
