Country	PersonID	Role	From	To	Gov.	Ministry	Name-xx	Name-en	Comment
DK	SamuelsenAnders	minister	-	-	-	-	-	-	-
DK	VilhelmsenAnnette	minister	-	-	-	-	-	-	-
DK	KragAstrid	minister	-	-	-	-	-	-	-
DK	KiærBenedikte	minister	-	-	-	-	-	-	-
DK	EngelbrechtBenny	minister	-	-	-	-	-	-	-
DK	HaarderBertel	minister	-	-	-	-	-	-	-
DK	HornbechBirtheRønn	minister	-	-	-	-	-	-	-
DK	CorydonBjarne	minister	-	-	-	-	-	-	-
DK	MikkelsenBrian	minister	-	-	-	-	-	-	-
DK	ChristensenCarina	minister	-	-	-	-	-	-	-
DK	HansenCarsten	minister	-	-	-	-	-	-	-
DK	SahlMadsenCharlotte	minister	-	-	-	-	-	-	-
DK	BachChristianFriis	minister	-	-	-	-	-	-	-
DK	AntoriniChristine	minister	-	-	-	-	-	-	-
DK	FrederiksenClausHjort	minister	-	-	-	-	-	-	-
DK	HedegaardConnie	minister	-	-	-	-	-	-	-
DK	JørgensenDan	minister	-	-	-	-	-	-	-
DK	NørbyEllenTrane	minister	-	-	-	-	-	-	-
DK	LarsenEsbenLunde	minister	-	-	-	-	-	-	-
DK	HansenEvaKjer	minister	-	-	-	-	-	-	-
DK	BechGitteLillelund	minister	-	-	-	-	-	-	-
DK	SchmidtHansChristian	minister	-	-	-	-	-	-	-
DK	SanderHelge	minister	-	-	-	-	-	-	-
DK	KristensenHenrikDam	minister	-	-	-	-	-	-	-
DK	HøeghHenrik	minister	-	-	-	-	-	-	-
DK	LarsenHenrikSass	minister	-	-	-	-	-	-	-
DK	NielsenHolgerK	minister	-	-	-	-	-	-	-
DK	AukenIda	minister	-	-	-	-	-	-	-
DK	StøjbergInger	minister	-	-	-	-	-	-	-
DK	NielsenJakobAxel	minister	-	-	-	-	-	-	-
DK	EllemannJensenJakob	minister	-	-	-	-	-	-	-
DK	KofodJeppe	minister	-	-	-	-	-	-	-
DK	DahlJonas	minister	-	-	-	-	-	-	-
DK	LarsenJørnNeergaard	minister	-	-	-	-	-	-	-
DK	MogensenJoy	minister	-	-	-	-	-	-	-
DK	DybvadKaare	minister	-	-	-	-	-	-	-
DK	EllemannKaren	minister	-	-	-	-	-	-	-
DK	HækkerupKaren	minister	-	-	-	-	-	-	-
DK	LauritzenKarsten	minister	-	-	-	-	-	-	-
DK	BrosbølKirsten	minister	-	-	-	-	-	-	-
DK	JensenKristian	minister	-	-	-	-	-	-	-
DK	BarfoedLars	minister	-	-	-	-	-	-	-
DK	LilleholtLarsChristian	minister	-	-	-	-	-	-	-
DK	WermelinLea	minister	-	-	-	-	-	-	-
DK	EspersenLene	minister	-	-	-	-	-	-	-
DK	FriisLykke	minister	-	-	-	-	-	-	-
DK	HeunickeMagnus	minister	-	-	-	-	-	-	-
DK	MercadoMai	minister	-	-	-	-	-	-	-
DK	SareenManu	minister	-	-	-	-	-	-	-
DK	VestagerMargrethe	minister	-	-	-	-	-	-	-
DK	JelvedMarianne	minister	-	-	-	-	-	-	-
DK	LidegaardMartin	minister	-	-	-	-	-	-	-
DK	TesfayeMattias	minister	-	-	-	-	-	-	-
DK	RiisagerMerete	minister	-	-	-	-	-	-	-
DK	BockMette	minister	-	-	-	-	-	-	-
DK	FrederiksenMette	minister	-	-	-	-	-	-	-
DK	GjerskovMette	minister	-	-	-	-	-	-	-
DK	JensenMogens	minister	-	-	-	-	-	-	-
DK	BødskovMorten	minister	-	-	-	-	-	-	-
DK	ØstergaardMorten	minister	-	-	-	-	-	-	-
DK	HækkerupNick	minister	-	-	-	-	-	-	-
DK	WammenNicolai	minister	-	-	-	-	-	-	-
DK	SohnOle	minister	-	-	-	-	-	-	-
DK	RosenkrantzTheilPernille	minister	-	-	-	-	-	-	-
DK	MøllerPerStig	minister	-	-	-	-	-	-	-
DK	ChristensenPeter	minister	-	-	-	-	-	-	-
DK	ThomsenPeterHummelgaard	minister	-	-	-	-	-	-	-
DK	KjærsgaardPia	minister	-	-	-	-	-	-	-
DK	DyhrPiaOlsen	minister	-	-	-	-	-	-	-
DK	PetersenRasmusHelveg	minister	-	-	-	-	-	-	-
DK	JarlovRasmus	minister	-	-	-	-	-	-	-
DK	PrehnRasmus	minister	-	-	-	-	-	-	-
DK	AmmitzbøllSimonEmil	minister	-	-	-	-	-	-	-
DK	KollerupSimon	minister	-	-	-	-	-	-	-
DK	NielsenSofieCarsten	minister	-	-	-	-	-	-	-
DK	LøhdeSophie	minister	-	-	-	-	-	-	-
DK	GadeSøren	minister	-	-	-	-	-	-	-
DK	PoulsenSørenPape	minister	-	-	-	-	-	-	-
DK	PindSøren	minister	-	-	-	-	-	-	-
DK	PedersenThorMöger	minister	-	-	-	-	-	-	-
DK	FrankThyra	minister	-	-	-	-	-	-	-
DK	NedergaardTina	minister	-	-	-	-	-	-	-
DK	AhlersTommy	minister	-	-	-	-	-	-	-
DK	BramsenTrine	minister	-	-	-	-	-	-	-
DK	PoulsenTroelsLund	minister	-	-	-	-	-	-	-
DK	ElbækUffe	minister	-	-	-	-	-	-	-
DK	TørnæsUlla	minister	-	-	-	-	-	-	-
DK	SøvndalVilly	minister	-	-	-	-	-	-	-
