Country	PersonID	Role	From	To	GovtTermID	MinistryID	orgName-xx	orgName-en	URL	Comment
ES-PV	TapiaOtaegi	minister	2016-11-29	2020-09-08	Urkullu 2	-	-	Minister for Economic Development and Infrastructure	https://en.wikipedia.org/wiki/Second_government_of_Iñigo_Urkullu	-
ES-PV	TapiaOtaegi	minister	2020-09-09	-	Urkullu 3	-	-	Minister of Economic Development, Sustainability and Environment	https://en.wikipedia.org/wiki/Third_government_of_Iñigo_Urkullu	-
ES-PV	GaramendiLanda	minister	2020-09-09	-	Urkullu 3	-	-	Minister of Public Governance and Self-Government	https://en.wikipedia.org/wiki/Third_government_of_Iñigo_Urkullu	-
ES-PV	AzpiazuUriarte	minister	2016-11-29	2020-09-08	Urkullu 2	-	-	Minister of Finance and Economy	https://en.wikipedia.org/wiki/Second_government_of_Iñigo_Urkullu	-
ES-PV	AzpiazuUriarte	minister	2020-09-09	-	Urkullu 3	-	-	Minister of Economy and Finance	https://en.wikipedia.org/wiki/Third_government_of_Iñigo_Urkullu	-
ES-PV	BildarratzSorron	minister	2020-09-09	-	Urkullu 3	-	-	Minister of Education	https://en.wikipedia.org/wiki/Third_government_of_Iñigo_Urkullu	-
ES-PV	ArtolazabalAlbeniz	minister	2016-11-29	2020-09-08	Urkullu 2	-	-	Minister for Employment and Social Policies	https://en.wikipedia.org/wiki/Second_government_of_Iñigo_Urkullu	-
ES-PV	ArtolazabalAlbeniz	minister	2020-09-09	2023-02-14	Urkullu 3	-	-	Minister of Equality, Justice and Social Policies	https://en.wikipedia.org/wiki/Third_government_of_Iñigo_Urkullu	-
ES-PV	ZupiriaGorostidi	minister	2016-11-29	2020-09-08	Urkullu 2	-	-	Minister for Culture and Language Policy	https://en.wikipedia.org/wiki/Second_government_of_Iñigo_Urkullu	-
ES-PV	ZupiriaGorostidi	minister	2020-09-09	-	Urkullu 3	-	-	Minister of Culture and Language Policy	https://en.wikipedia.org/wiki/Third_government_of_Iñigo_Urkullu	-
ES-PV	HurtadoDomínguez	minister	2020-09-09	-	Urkullu 3	-	-	Department of Tourism, Trade and Consumer Affairs	https://en.wikipedia.org/wiki/Third_government_of_Iñigo_Urkullu	-
ES-PV	ToñaGuenaga	minister	2015-02-10	2016-11-28	Urkullu 1	-	-	Department of Employment and Social Policies	https://en.wikipedia.org/wiki/First_government_of_Iñigo_Urkullu	-
ES-PV	UriarteToledo	minister	2012-12-17	2016-11-28	Urkullu 1	-	-	Department of Education, Language Policy and Culture	https://en.wikipedia.org/wiki/First_government_of_Iñigo_Urkullu	-
ES-PV	UriarteToledo	minister	2016-11-29	2020-09-08	Urkullu 2	-	-	Minister of Education	https://en.wikipedia.org/wiki/Second_government_of_Iñigo_Urkullu	-
ES-PV	AburtoRike	minister	2012-12-17	2015-02-09	Urkullu 1	-	-	Department of Employment and Social Policies	https://en.wikipedia.org/wiki/First_government_of_Iñigo_Urkullu	-
ES-PV	RetortilloPaniagua	minister	2016-11-29	2019-03-01	Urkullu 2	-	-	Minister of Tourism, Commerce and Consumption	https://en.wikipedia.org/wiki/Second_government_of_Iñigo_Urkullu	-
ES-PV	MurgaEizagaechevarria	minister	2019-03-15	2020-09-08	Urkullu 2	-	-	Minister of Health	https://en.wikipedia.org/wiki/Second_government_of_Iñigo_Urkullu	-
