Country	PersonID	Role	From	To	GovtTermID	MinistryID	orgName-xx	orgName-en	URL	Comment
ES-PV	ErkorekaGervasio	minister	2012-12-17	2016-11-28	Urkullu 1	-	-	Department of Justice and Public Administration	https://en.wikipedia.org/wiki/First_government_of_Iñigo_Urkullu	-
ES-PV	ErkorekaGervasio	minister	2016-11-29	2020-09-08	Urkullu 2	-	-	Minister of Public Governance and Self-Government	https://en.wikipedia.org/wiki/Second_government_of_Iñigo_Urkullu	-
ES-PV	ErkorekaGervasio	minister	2020-09-09	-	Urkullu 3	-	-	Minister of Security	https://en.wikipedia.org/wiki/Third_government_of_Iñigo_Urkullu	-
ES-PV	PérezEzquerra	minister	2019-03-02	2020-09-08	Urkullu 2	-	-	Minister of Tourism, Commerce and Consumption	https://en.wikipedia.org/wiki/Second_government_of_Iñigo_Urkullu	-
ES-PV	SanJoséLópez	minister	2016-11-29	2020-09-08	Urkullu 2	-	-	Minister of Labour and Justice	https://en.wikipedia.org/wiki/Second_government_of_Iñigo_Urkullu	-
ES-PV	GatzagaetxebarriaBastida	minister	2012-12-17	2016-11-28	Urkullu 1	-	-	Treasury and Finance Department	https://en.wikipedia.org/wiki/First_government_of_Iñigo_Urkullu	-
ES-PV	ArriolaLópez	minister	2016-11-29	2020-09-08	Urkullu 2	-	-	Minister for Environment, Territorial Planning and Housing	https://en.wikipedia.org/wiki/Second_government_of_Iñigo_Urkullu	-
ES-PV	ArriolaLópez	minister	2020-09-09	-	Urkullu 3	-	-	Minister of Territorial Planning, Housing and Transport	https://en.wikipedia.org/wiki/Third_government_of_Iñigo_Urkullu	-
ES-PV	BeltrándeHerediaArroniz	minister	2012-12-17	2016-11-28	Urkullu 1	-	-	Security Department	https://en.wikipedia.org/wiki/First_government_of_Iñigo_Urkullu	-
ES-PV	BeltrándeHerediaArroniz	minister	2016-11-29	2020-09-08	Urkullu 2	-	-	Minister of Security	https://en.wikipedia.org/wiki/Second_government_of_Iñigo_Urkullu	-
ES-PV	OregiBastarrika	minister	2012-12-17	2016-11-28	Urkullu 1	-	-	Eusko Jaurlaritzako Ingurumen eta Lurralde Politika Saila	https://en.wikipedia.org/wiki/First_government_of_Iñigo_Urkullu	-
ES-PV	SagarduiGoikoetxea	minister	2020-09-09	-	Urkullu 3	-	-	Minister of Health	https://en.wikipedia.org/wiki/Third_government_of_Iñigo_Urkullu	-
ES-PV	MendiaCueva	minister	2020-09-09	-	Urkullu 3	-	-	Minister of Labour and Employment	https://en.wikipedia.org/wiki/Third_government_of_Iñigo_Urkullu	-
ES-PV	TapiaOtaegi	minister	2012-12-17	2016-11-28	Urkullu 1	-	-	Department of Economic Development and Competitiveness	https://en.wikipedia.org/wiki/First_government_of_Iñigo_Urkullu	-
