Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth	Topic
ParlaMint-NO_2004-06-08-lower	ParlaMint-NO_2004-06-08-lower.ud1454e48	Hansard from meeting in the Norwegian Parliament, term 2001-2005, Session 2003-2004, Sitting day 2004-06-08	2004-06-08	Lower house	Term 2001-2005	Session 2003-2004	-	Sitting day 2004-06-08	-	Reference	Norwegian bokmål	Regular	MP	notMinister	FrP	Fremskrittspartiet	-	Right	person.PES	Sandberg, Per	M	1960	International Affairs
ParlaMint-NO_2004-06-08-lower	ParlaMint-NO_2004-06-08-lower.ud1454e58	Hansard from meeting in the Norwegian Parliament, term 2001-2005, Session 2003-2004, Sitting day 2004-06-08	2004-06-08	Lower house	Term 2001-2005	Session 2003-2004	-	Sitting day 2004-06-08	-	Reference	Norwegian bokmål	Regular	MP	Minister	H	Høyre	Coalition	Centre-right	person.ES	Solberg, Erna	F	1961	International Affairs
ParlaMint-NO_2004-06-08-lower	ParlaMint-NO_2004-06-08-lower.ud1454e672	Hansard from meeting in the Norwegian Parliament, term 2001-2005, Session 2003-2004, Sitting day 2004-06-08	2004-06-08	Lower house	Term 2001-2005	Session 2003-2004	-	Sitting day 2004-06-08	-	Reference	Norwegian nynorsk	Chairperson	MP	notMinister	SV	Sosialistisk Venstreparti	-	Left	person.HGR	Røys, Heidi Grande	F	1967	Other
ParlaMint-NO_2004-06-08-lower	ParlaMint-NO_2004-06-08-lower.ud1454e682	Hansard from meeting in the Norwegian Parliament, term 2001-2005, Session 2003-2004, Sitting day 2004-06-08	2004-06-08	Lower house	Term 2001-2005	Session 2003-2004	-	Sitting day 2004-06-08	-	Reference	Norwegian bokmål	Chairperson	MP	notMinister	SV	Sosialistisk Venstreparti	-	Left	person.HGR	Røys, Heidi Grande	F	1967	Other
