Country	orgType	orgID	Abb-xx	Abb-en	Full-xx	Full-en	From	To	Comment
RS	parliamentaryGroup	party.SPS	SPS	-	Socijalistička partija Srbije	-	-	-	-
RS	parliamentaryGroup	party.LSV	LSV	-	Liga socijaldemokrata Vojvodine	-	-	-	-
RS	parliamentaryGroup	party.NSS	NSS	-	Narodna seljačka stranka	-	-	-	-
RS	parliamentaryGroup	party.SRS	SRS	-	Srpska radikalna stranka	-	-	-	-
RS	parliamentaryGroup	party.SPO	SPO	-	Srpski pokret obnove	-	-	-	-
RS	parliamentaryGroup	party.SVM	SVM	-	Savez vojvođanskih Mađara	-	-	-	-
RS	parliamentaryGroup	party.DA	DA	-	Demokratska alternativa	-	-	-	-
RS	parliamentaryGroup	party.DKPB	DKPB	-	Demokratska koalicija Preševo – Bujanovac	-	-	-	-
RS	parliamentaryGroup	party.DS	DS	-	Demokratska stranka	-	-	-	-
RS	parliamentaryGroup	party.DSS	DSS	-	Demokratska stranka Srbije	-	-	-	-
RS	parliamentaryGroup	party.GSS	GSS	-	Građanski savez Srbije	-	-	-	-
RS	parliamentaryGroup	party.DHSS	DHSS	-	Demohrišćanska stranka Srbije	-	-	-	-
RS	parliamentaryGroup	party.NS	NS	-	Nova Srbija	-	-	-	-
RS	parliamentaryGroup	party.SDU	SDU	-	Socijaldemokratska unija	-	-	-	-
RS	parliamentaryGroup	party.SDP	SDP	-	Sandžačka demokratska partija	-	-	-	-
RS	parliamentaryGroup	party.LŠ	LŠ	-	Liga za Šumadiju	-	-	-	-
RS	parliamentaryGroup	party.SSJ	SSJ	-	Stranka srpskog jedinstva	-	-	-	-
RS	parliamentaryGroup	party.DOS	DOS	-	Demokratska opozicija Srbije	-	-	-	-
RS	parliamentaryGroup	party.BDSS	BDSS	-	Bošnjačka demokratska stranka Sandžaka	-	-	-	-
RS	parliamentaryGroup	party.G17	G17	-	G17 Plus	-	-	-	-
RS	parliamentaryGroup	party.SDPS	SDPS	-	Socijaldemokratska partija Srbije	-	-	-	-
RS	parliamentaryGroup	party.SLPS	SLPS	-	Socijalno-liberalna partija Sandžaka	-	-	-	-
RS	parliamentaryGroup	party.SLS	SLS	-	Srpska liberalna stranka	-	-	-	-
RS	parliamentaryGroup	party.DSHV	DSHV	-	Demokratski savez Hrvata u Vojvodini	-	-	-	-
RS	parliamentaryGroup	party.JS	JS	-	Jedinstvena Srbija	-	-	-	-
RS	parliamentaryGroup	party.LDP	LDP	-	Liberalno-demokratska partija	-	-	-	-
RS	parliamentaryGroup	party.PDD	PDD	-	Partija za demokratsko delovanje	-	-	-	-
RS	parliamentaryGroup	party.RP	RP	-	Romska partija	-	-	-	-
RS	parliamentaryGroup	party.URS	URS	-	Unija Roma Srbije	-	-	-	-
RS	parliamentaryGroup	party.SDA	SDA	-	Stranka demokratske akcije Sandžaka	-	-	-	-
RS	parliamentaryGroup	party.PUPS	PUPS	-	Partija ujedinjenih penzionera Srbije	-	-	-	-
RS	parliamentaryGroup	party.BDZ	BDZ	-	Bošnjačka demokratska zajednica	-	-	-	-
RS	parliamentaryGroup	party.BNS	BNS	-	Bošnjačka narodna stranka	-	-	-	-
RS	parliamentaryGroup	party.BOGS	BogS	-	Bogata Srbija	-	-	-	-
RS	parliamentaryGroup	party.DPM	DPM	-	Demokratska partija na Makedonca	-	-	-	-
RS	parliamentaryGroup	party.NОPO	NОPO	-	Nijedan od ponuđenih odgovora	-	-	-	-
RS	parliamentaryGroup	party.PS	PS	-	Pokret socijalista	-	-	-	-
RS	parliamentaryGroup	party.PSSBK	PSSBK	-	Pokret Snaga Srbije – BK	-	-	-	-
RS	parliamentaryGroup	party.SNS	SNS	-	Srpska napredna stranka	-	-	-	-
RS	parliamentaryGroup	party.ZS	ZS	-	Zeleni Srbije	-	-	-	-
RS	parliamentaryGroup	party.ZZŠ	ZZŠ	-	Zajedno za Šumadiju	-	-	-	-
RS	parliamentaryGroup	party.NOVA	Nova	-	Nova stranka	-	-	-	-
RS	parliamentaryGroup	party.SDS	SDS	-	Socijaldemokratska stranka	-	-	-	-
RS	parliamentaryGroup	party.USS	USS	-	Ujedinjena seljačka stranka	-	-	-	-
RS	parliamentaryGroup	party.ZZS	ZZS	-	Zajedno za Srbiju	-	-	-	-
RS	parliamentaryGroup	party.DVERI	Dveri	-	Srpski pokret Dveri	-	-	-	-
RS	parliamentaryGroup	party.SNP	SNP	-	Srpska narodna partija	-	-	-	-
RS	parliamentaryGroup	party.ZES	ZES	-	Zelena stranka	-	-	-	-
RS	parliamentaryGroup	party.DJB	DJB	-	Dosta je bilo	-	-	-	-
RS	parliamentaryGroup	party.SPP	SPP	-	Stranka pravde i pomirenja	-	-	-	-
RS	parliamentaryGroup	party.KP	KP	-	Komunistička partija	-	-	-	-
RS	parliamentaryGroup	party.BS	BS	-	Bolja Srbija	-	-	-	-
RS	parliamentaryGroup	party.SSP	SSP	-	Stranka slobode i pravde	-	-	-	-
RS	parliamentaryGroup	party.ZZV	ZZV	-	Zajedno za Vojvodinu	-	-	-	-
RS	parliamentaryGroup	party.NEZAVISNI	nezavisni	-	nezavisni	-	-	-	-
RS	parliamentaryGroup	party.APPS	APPS	-	APPS	-	-	-	-
RS	parliamentaryGroup	party.AZP	AZP	-	AZP	-	-	-	-
RS	parliamentaryGroup	party.BI	BI	-	BI	-	-	-	-
RS	parliamentaryGroup	party.DLR	DLR	-	DLR	-	-	-	-
RS	parliamentaryGroup	party.KV	KV	-	KV	-	-	-	-
RS	parliamentaryGroup	party.LDP4	LDP4	-	LDP4	-	-	-	-
RS	parliamentaryGroup	party.LSD	LSD	-	LSD	-	-	-	-
RS	parliamentaryGroup	party.NL	NL	-	NL	-	-	-	-
