ches_survey	country	parlamint	party_id	party	year	lrgen	lrecon	lrecon_blur	lrecon_dissent	lrecon_salience	lrecon_sd	anti_islam_rhetoric	antielite_salience	civlib_laworder	civlib_salience	cmp_id	corrupt_salience	cosmo	cosmo_salience	dereg_salience	deregulation	eastwest	econ_interven	electionyear	enviro_salience	environment	epvote	ethnic_minorities	ethnic_salience	eu_agri	eu_asylum	eu_benefit	eu_blur	eu_budgets	eu_cohesion	eu_dissent	eu_econ_require	eu_employ	eu_environ	eu_ep	eu_fiscal	eu_foreign	eu_googov_require	eu_intmark	eu_political_require	eu_position	eu_position_sd	eu_salience	eu_turkey	eumember	expert	family	galtan	galtan_blur	galtan_dissent	galtan_salience	galtan_sd	govt	immigrate_dissent	immigrate_policy	immigrate_salience	international_salience	international_security	members_vs_leadership	mip_one	mip_two	mip_three	multicult_dissent	multicult_salience	multiculturalism	nationalism	people_vs_elite	protectionism	redist_salience	redistribution	region_salience	regions	relig_salience	religious_principles	russian_interference	seat	social_salience	sociallifestyle	spendvtax	spendvtax_salience	urban_rural	urban_salience	us	us_salience	vote	chesversion
1999-2019	PL	-	2608	AWSP	2002	7.8	4.4	-	-	-	-	-	-	-	-	92620	-	-	-	-	-	0	-	2001	-	-	-	-	-	4.8	2	-	-	-	6.3	3.8	-	4.7	6.5	3.2	-	3.2	-	3.5	-	5.4	-	5.4	-	0	8	2	7.5	-	-	-	-	0.0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0	-	-	-	-	-	-	-	-	5.6	2020.1
1999-2019	PL	-	2607	LPR	2002	9.2	2.0	-	-	-	-	-	-	-	-	92713	-	-	-	-	-	0	-	2001	-	-	-	-	-	4.2	2	-	-	-	4	1.5	-	1.3	2	1	-	1.2	-	1.5	-	1.0	-	8.1	-	0	8	10	9.8	-	-	-	-	0.0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	8.3	-	-	-	-	-	-	-	-	7.9	2020.1
1999-2019	PL	-	2603	PO	2002	6.9	8.4	-	-	-	-	-	-	-	-	92435	-	-	-	-	-	0	-	2001	-	-	-	-	-	4.8	5	-	-	-	6.4	1.4	-	5.5	6	5.6	-	4.6	-	6.2	-	6.8	-	7.9	-	0	8	4	4.4	-	-	-	-	0.0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	14.1	-	-	-	-	-	-	-	-	12.7	2020.1
1999-2019	PL	-	2606	PSL	2002	4.4	2.5	-	-	-	-	-	-	-	-	92811	-	-	-	-	-	0	-	2001	-	-	-	-	-	6.7	3	-	-	-	6.8	4.0	-	4	4.8	3.4	-	3.3	-	2.5	-	4.1	-	7.5	-	0	8	11	7.6	-	-	-	-	0.0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	9.1	-	-	-	-	-	-	-	-	9	2020.1
1999-2019	PL	-	2604	S	2002	5.5	2.6	-	-	-	-	-	-	-	-	92622	-	-	-	-	-	0	-	2001	-	-	-	-	-	5.4	4.3	-	-	-	6	2.1	-	3.2	4	2	-	2	-	1.8	-	2.8	-	5.8	-	0	8	11	7.9	-	-	-	-	0.0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	11.5	-	-	-	-	-	-	-	-	10.2	2020.1
1999-2019	PL	-	2601	SLD	2002	4.1	4.2	-	-	-	-	-	-	-	-	92210	-	-	-	-	-	0	-	2001	-	-	-	-	-	5.7	5.3	-	-	-	7	2.9	-	6	6	5.4	-	4.1	-	6.2	-	6.9	-	9.2	-	0	8	5	1.9	-	-	-	-	1.0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	43.5	-	-	-	-	-	-	-	-	38.1	2020.1
1999-2019	PL	-	2602	UP	2002	3.0	2.2	-	-	-	-	-	-	-	-	92322	-	-	-	-	-	0	-	2001	-	-	-	-	-	5.3	5.3	-	-	-	6.8	2.8	-	5.5	6	5	-	4.6	-	5	-	6.4	-	6.7	-	0	8	5	1.4	-	-	-	-	1.0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	3.5	-	-	-	-	-	-	-	-	2.9	2020.1
1999-2019	PL	-	2609	UW	2002	5.8	7.5	-	-	-	-	-	-	-	-	92434	-	-	-	-	-	0	-	2001	-	-	-	-	-	4.7	6	-	-	-	6.6	0.8	-	5.8	6.2	6.6	-	4.6	-	6.7	-	7.0	-	9.2	-	0	8	3	2.4	-	-	-	-	0.0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0	-	-	-	-	-	-	-	-	3.1	2020.1
1999-2019	PL	-	2607	LPR	2006	9.3	1.2	-	-	-	-	-	-	9.3	7	92713	-	10	10	3.4	1.6	0	-	2005	-	-	15.9	9	6.5	-	-	-	-	-	4	0.7	-	-	-	1.6	-	1.4	-	1.5	-	1.4	-	7.1	1.7	1	8	10	10	-	-	-	-	1.0	-	7	5.3	-	-	-	-	-	-	-	-	8.3	-	-	-	8	1	4.2	6.2	10	10	-	7.4	10	10	1.6	3.8	6.3	5	5	5.2	8	2020.1
1999-2019	PL	-	2609	PD	2006	4.5	7.4	-	-	-	-	-	-	1	7.7	92434	-	1.4	6.8	6.4	6.8	0	-	2005	-	-	-	2.5	6	-	-	-	-	-	6.7	0	-	-	-	5.6	-	6	-	6.7	-	6.8	-	10	5	1	6	3	1.2	-	-	-	-	0.0	-	3	3	-	-	-	-	-	-	-	-	-	-	-	-	5.8	7.5	5	3	3.3	2.7	-	0	8.2	1	6	7	2	2.6	5.7	4.8	2.5	2020.1
