ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Speaker_role	Speaker_MP	Speaker_Minister	Speaker_party	Speaker_party_name	Party_status	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-BA_1999-05-18-0.u177	Minutes of the Parliamentary Assembly of Bosnia and Herzegovina, Term 2, Session 04	1999-05-18	Unicameralism	2		04	1999-05-18		Reference	Chairperson	MP	-	HDZ_BiH	Hrvatska demokratska zajednica Bosne i Hercegovine	Opposition	Šoljić, Vladimir	M	1943
ParlaMint-BA_1999-05-18-0.u178	Minutes of the Parliamentary Assembly of Bosnia and Herzegovina, Term 2, Session 04	1999-05-18	Unicameralism	2		04	1999-05-18		Reference	Regular	MP	-	SDP_BiH	Socijaldemokratska partija Bosne i Hercegovine	Opposition	Herceg, Mugdin	M	1951
ParlaMint-BA_1999-05-18-0.u186	Minutes of the Parliamentary Assembly of Bosnia and Herzegovina, Term 2, Session 04	1999-05-18	Unicameralism	2		04	1999-05-18		Reference	Regular	MP	-	KCD_BiH	Koalicija za cjelovitu i demokratsku BiH	Coalition	Silajdžić, Haris	M	1945
ParlaMint-BA_1999-05-18-0.u187	Minutes of the Parliamentary Assembly of Bosnia and Herzegovina, Term 2, Session 04	1999-05-18	Unicameralism	2		04	1999-05-18		Reference	Chairperson	MP	-	HDZ_BiH	Hrvatska demokratska zajednica Bosne i Hercegovine	Opposition	Šoljić, Vladimir	M	1943
