Country	PersonID	Role	From	To	GovtTermID	MinistryID	Name-xx	Name-en	URL	Comment
UA	ЄвгенАльфредовичЧервоненко.1959	minister	2005-02-04	2005-09-28	GOV.UA.1stTymoshenko	-	Міністр транспорту та зв'язку України	-	-	-
UA	ЄвгенМиколайовичНищук.1972	minister	2014-02-27	2014-12-02	GOV.UA.1stYatseniuk	-	Міністр культури України	Minister of Culture	-	-
UA	ЄвгенМиколайовичНищук.1972	minister	2016-04-14	2019-08-29	GOV.UA.Hroisman	-	Міністр культури України	Minister of Culture	-	-
UA	ІванІвановичТкаленко.1955	minister	2003-04-07	2005-02-03	GOV.UA.1stYanukovych	-	Міністр України у зв'язках з Верховною Радою України	-	-	-
UA	ІванІвановичТкаленко.1955	minister	2006-08-04	2007-12-18	GOV.UA.2ndYanukovych	-	Міністр України у зв'язках з Верховною Радою України та іншими установами державної влади України	-	-	-
UA	ІванВасильовичПлачков.1957	minister	1999-02-24	1999-12-30	GOV.UA.Pustovoitenko	-	Міністр енергетики України	Minister of Energy	-	-
UA	ІванВасильовичПлачков.1957	minister	2005-02-04	2005-09-08	GOV.UA.1stTymoshenko	-	Міністр палива та енергетики України	Minister of Fuel and Energy	-	-
UA	ІванВасильовичПлачков.1957	minister	2005-09-22	2006-08-04	GOV.UA.Yekhanurov	-	Міністр палива та енергетики України	Minister of Fuel and Energy	-	-
UA	ІванГригоровичКириленко.1956	minister	2000-01-10	2001-04-26	GOV.UA.Yushchenko	-	Міністр аграрної політики	Minister of Agrarian Policy	-	-
UA	ІванГригоровичКириленко.1956	minister	2001-05-29	2002-04-19	GOV.UA.Kinakh	-	Міністр аграрної політики	Minister of Agrarian Policy	-	-
UA	ІванОлександровичВакарчук.1947	minister	2007-12-18	2010-03-11	GOV.UA.2ndTymoshenko	-	Міністр освіти і науки України	Minister of Education and Science	-	-
UA	ІванЯковичСахань.1948	minister	1998-06-25	1999-12-22	GOV.UA.Pustovoitenko	-	Міністр праці та соціальної політики України	Minister of Labour and Social Policy	-	-
UA	ІванЯковичСахань.1948	minister	1999-12-22	2001-04-26	GOV.UA.Yushchenko	-	Міністр праці та соціальної політики України	Minister of Labour and Social Policy	-	-
UA	ІванЯковичСахань.1948	minister	2001-05-29	2002-11-30	GOV.UA.Kinakh	-	Міністр праці та соціальної політики України	Minister of Labour and Social Policy	-	-
UA	ІванЯковичСахань.1948	minister	2005-09-27	2006-08-04	GOV.UA.Yekhanurov	-	Міністр праці та соціальної політики України	Minister of Labour and Social Policy	-	-
UA	ІгорІвановичУманський.1975	minister	2020-03-04	2020-03-30	GOV.UA.Shmyhal	-	Міністр фінансів України	Minister of Finance	-	-
UA	ІгорАнатолійовичШевченко.1971	minister	2014-12-02	2015-07-02	GOV.UA.2stYatseniuk	-	Міністр екології та природних ресурсів України	Minister of Ecology and Natural Resources	-	-
UA	ІгорВолодимировичКлименко.1972	minister	2023-01-18	2023-02-06	GOV.UA.Shmyhal	-	Міністр внутрішніх справ (в.о.)	Minister of Internal Affairs	-	-
