ID	Title	From	To	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Speaker_role	Speaker_type	Speaker_party	Speaker_party_name	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-CZ_2018-10-03-ps2017-019-10-004-007.u1	Parliament of the Czech Republic, Chamber of Deputies	2018-10-03	2018-10-03	ps2017	-	ps2017/019	ps2017/019/10	ps2017/019/007	Reference	Chairperson	MP	;;;;;;;;;;KSČM;	;;;;;;;;;;Poslanecký klub Komunistické strany Čech a Moravy;	Filip, Vojtěch	M	1955
ParlaMint-CZ_2018-10-03-ps2017-019-10-004-007.u2	Parliament of the Czech Republic, Chamber of Deputies	2018-10-03	2018-10-03	ps2017	-	ps2017/019	ps2017/019/10	ps2017/019/007	Reference	Regular	MP	;;;;;;;;;;;;;;;;;ČSSD;	;;;;;;;;;;;;;;;;;Poslanecký klub České strany sociálně demokratické;	Valachová, Kateřina	F	1976
ParlaMint-CZ_2018-10-03-ps2017-019-10-004-007.u51	Parliament of the Czech Republic, Chamber of Deputies	2018-10-03	2018-10-03	ps2017	-	ps2017/019	ps2017/019/10	ps2017/019/007	Reference	Regular	MP	;;;;;ANO;	;;;;;Poslanecký klub ANO 2011;	Bláha, Jiří	M	1961
ParlaMint-CZ_2018-10-03-ps2017-019-10-004-007.u52	Parliament of the Czech Republic, Chamber of Deputies	2018-10-03	2018-10-03	ps2017	-	ps2017/019	ps2017/019/10	ps2017/019/007	Reference	Chairperson	MP	;ODS;	;Poslanecký klub Občanské demokratické strany;	Fiala, Petr	M	1964
