ID	Title	From	To	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Speaker_role	Speaker_type	Speaker_party	Speaker_party_name	Party_status	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-CZ_2016-04-13-ps2013-044-02-006-162.u1	Parliament of the Czech Republic, Chamber of Deputies	2016-04-13	2016-04-13	ps2013	-	ps2013/044	ps2013/044/02	ps2013/044/162	Reference	Chairperson	MP	KSČM	Poslanecký klub Komunistické strany Čech a Moravy	opposition	Filip, Vojtěch	M	1955
ParlaMint-CZ_2016-04-13-ps2013-044-02-006-162.u2	Parliament of the Czech Republic, Chamber of Deputies	2016-04-13	2016-04-13	ps2013	-	ps2013/044	ps2013/044/02	ps2013/044/162	Reference	Regular	MP	ČSSD	Poslanecký klub České strany sociálně demokratické	coalition	Chovanec, Milan	M	1970
ParlaMint-CZ_2016-04-13-ps2013-044-02-006-162.u14	Parliament of the Czech Republic, Chamber of Deputies	2016-04-13	2016-04-13	ps2013	-	ps2013/044	ps2013/044/02	ps2013/044/162	Reference	Regular	MP	ANO	Poslanecký klub ANO 2011	coalition	Janulík, Miloslav	M	1962
ParlaMint-CZ_2016-04-13-ps2013-044-02-006-162.u15	Parliament of the Czech Republic, Chamber of Deputies	2016-04-13	2016-04-13	ps2013	-	ps2013/044	ps2013/044/02	ps2013/044/162	Reference	Chairperson	MP	KSČM	Poslanecký klub Komunistické strany Čech a Moravy	opposition	Filip, Vojtěch	M	1955
