Country	orgType	orgID	Abb-xx	Abb-en	Full-en	From	To	Orientation	Comment
DK	parliamentaryGroup	party.ALT	ALT	-	-	-	-		
DK	parliamentaryGroup	party.DF	DF	-	-	-	-		
DK	parliamentaryGroup	party.EL	EL	-	-	-	-		
DK	parliamentaryGroup	party.IA	IA	-	-	-	-		
DK	parliamentaryGroup	party.JF	JF	-	-	-	-		
DK	parliamentaryGroup	party.KD	KD	-	-	-	-		
DK	parliamentaryGroup	party.KF	KF	-	-	-	-		
DK	parliamentaryGroup	party.LA	LA	-	-	-	-		
DK	parliamentaryGroup	party.NB	NB	-	-	-	-		
DK	parliamentaryGroup	party.NQ	NQ	-	-	-	-		
DK	parliamentaryGroup	party.RV	RV	-	-	-	-		
DK	parliamentaryGroup	party.S	S	-	-	-	-		
DK	parliamentaryGroup	party.SF	SF	-	-	-	-		
DK	parliamentaryGroup	party.SIU	SIU	-	-	-	-		
DK	parliamentaryGroup	party.SP	SP	-	-	-	-		
DK	parliamentaryGroup	party.T	T	-	-	-	-		
DK	parliamentaryGroup	party.TF	TF	-	-	-	-		
DK	parliamentaryGroup	party.UFG	UFG	-	-	-	-		
DK	parliamentaryGroup	party.V	V	-	-	-	-		
