country	pm_id	ches_id	year	chesversion	lrgen	lrecon	lrecon_blur	lrecon_dissent	lrecon_salience	lrecon_sd	anti_islam_rhetoric	antielite_salience	civlib_laworder	civlib_salience	cmp_id	corrupt_salience	cosmo	cosmo_salience	dereg_salience	deregulation	eastwest	econ_interven	electionyear	enviro_salience	environment	epvote	ethnic_minorities	ethnic_salience	eu_agri	eu_asylum	eu_benefit	eu_blur	eu_budgets	eu_cohesion	eu_dissent	eu_econ_require	eu_employ	eu_environ	eu_ep	eu_fiscal	eu_foreign	eu_googov_require	eu_intmark	eu_political_require	eu_position	eu_position_sd	eu_salience	eu_turkey	eumember	expert	family	galtan	galtan_blur	galtan_dissent	galtan_salience	galtan_sd	govt	immigrate_dissent	immigrate_policy	immigrate_salience	international_salience	international_security	members_vs_leadership	mip_one	mip_three	mip_two	multicult_dissent	multicult_salience	multiculturalism	nationalism	people_vs_elite	protectionism	redist_salience	redistribution	region_salience	regions	relig_salience	religious_principles	russian_interference	seat	social_salience	sociallifestyle	spendvtax	spendvtax_salience	urban_rural	urban_salience	us	us_salience	vote
SI	DL	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
SI	DLGV	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
SI	DeSUS	DeSUS	2002	2020.1	3.4	3.4	-	-	-	-	-	-	-	-	97951	-	-	-	-	-	0	-	2000	-	-	-	-	-	5	4.67	-	-	-	4.33	2.44	-	4	4	2.5	-	2.75	-	3	-	5.0	-	6	-	0	5	9	5.8	-	-	-	-	1.0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	4.40	-	-	-	-	-	-	-	-	5.2
SI	DeSUS	DeSUS	2006	2020.1	3.2	2.6	-	-	-	-	-	-	4.80	4.60	97951	-	5	3.8	5.20	3.20	0	-	2004	-	-	-	4	4.20	-	-	-	-	-	5.4	2	-	-	-	5.2	-	4.75	-	4.5	-	5.4	-	5.33	3.67	1	5	9	4.5	-	-	-	-	1.0	-	4.60	4	-	-	-	-	-	-	-	-	4	-	-	-	6.80	3	4.75	4.40	3.40	3	-	4.40	4.60	4.40	2.80	5.60	5.20	3.60	3.8	3.8	4
SI	DeSUS	DeSUS	2010	2020.1	4.25	3.33	-	-	-	-	-	-	5.73	4.80	97951	-	-	-	4.91	3.36	0	-	2008	3.10	5.22	7.19	4.86	3.22	-	-	1.82	-	-	5.38	1.75	-	-	-	5	-	4.57	-	4.33	-	4.90	-	3.33	4	1	15	9	5.17	-	-	-	-	1.0	-	4.5	3.89	3.5	5.45	-	-	-	-	-	3.55	4.88	-	-	-	7.27	3.58	3	4.88	4	3.80	-	7.80	3.25	5.17	2.40	7.20	4.91	3.73	-	-	7.5
SI	DeSUS	DeSUS	2014	2020.1	4.15	4.0	-	-	5.54	-	-	4.5	5.30	-	97951	6.33	-	-	-	4.11	0	4.27	2014	-	4.90	8.1	4.75	-	-	-	1.58	-	4.09	6.10	2.5	-	-	-	5.30	-	5.56	-	5.30	-	5.77	-	5.54	4.67	1	14	9	5.31	-	-	4	-	1.0	-	4.5	-	-	4.33	-	14	8	13	-	-	4.25	4.75	-	-	-	4.56	-	4.78	-	3	-	11.1	-	5.10	3.36	-	5.22	-	-	-	10.2
SI	DeSUS	DeSUS	2019	2020.1	3.77	3.29	4.71	2.57	4.67	-	3.23	3.47	4	-	97951	5	-	-	-	3.38	0	3.13	2018	4.14	5.17	5.67	4.14	-	-	4.38	-	4.83	4.21	5.75	3.12	-	-	-	-	-	4.64	-	4.87	-	5.53	-	5.60	-	1	15	9	5.07	5.60	4.12	4.87	-	1.0	3.82	5.33	4	-	-	6.60	-	-	-	3.3	4	4.83	4.57	4.25	6.40	7.07	2.79	-	4.45	-	3.67	4.27	5.70	-	4.29	2.53	-	4.93	-	-	-	4.93
SI	GAS	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
SI	Konkretno	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
SI	LDS	LDS	2002	2020.1	4.2	6.2	-	-	-	-	-	-	-	-	97421	-	-	-	-	-	0	-	2000	-	-	-	-	-	5.33	5.75	-	-	-	6	2.67	-	6	5.75	5	-	5.5	-	5.5	-	6.6	-	8.67	-	0	5	3	3	-	-	-	-	1.0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	37.80	-	-	-	-	-	-	-	-	36.3
