Country	orgType	orgID	Abb-xx	Abb-en	Full-xx	Full-en	From	To	Comment
GR	parliamentaryGroup	party.ΝΔ	Ν.Δ.	-	Νέα Δημοκρατία	New Democracy	1974-10-04	-	-
GR	parliamentaryGroup	party.ΑΝΕΛ	ΑΝ.ΕΛ.	-	Ανεξάρτητοι έλληνες εθνική πατριωτική δημοκρατική συμμαχία	Independent Greeks National Patriotic Alliance	2012-02-24	-	-
GR	parliamentaryGroup	party.ΔΗΣΥ	ΔΗ.ΣΥ.	-	Δημοκρατική Συμπαράταξη	Democratic Alignment	2015-08-30	2018-03-16	-
GR	parliamentaryGroup	party.Ε_Λ	Ε.Λ.	-	Ελληνική Λύση	Greek Solution	2016-06-28	-	-
GR	parliamentaryGroup	party.Ε_Κ	Ε.Κ.	-	Ένωση Κεντρώων	Union of Centrists	1992-03-02	-	-
GR	parliamentaryGroup	party.ΚΙΝΑΛ	ΚΙΝ.ΑΛ.	-	Κίνημα Αλλαγής	Movement for Change	2018-03-16	-	-
GR	parliamentaryGroup	party.KKE	Κ.Κ.Ε.	-	Κομμουνιστικό Κόμμα Ελλάδος	Communist Party of Greece	1918-11-17	-	-
GR	parliamentaryGroup	party.ΛΑ_Ε	ΛΑ.Ε.	-	Λαϊκή Ενότητα	Popular Unity	2015-08-21	-	-
GR	parliamentaryGroup	party.Χ_Α	Χ.Α.	-	Λαϊκός Σύνδεσμος - Χρυσή Αυγή	Popular Association – Golden Dawn	1993-11-01	-	-
GR	parliamentaryGroup	party.ΜέΡΑ25	ΜέΡΑ25	-	Μέτωπο Ευρωπαϊκής Ρεαλιστικής Ανυπακοής	European Realistic Disobedience Front	2018-03-26	-	-
GR	parliamentaryGroup	party.ΠΑΣΟΚ	ΠΑ.ΣΟ.Κ.	-	Πανελλήνιο Σοσιαλιστικό Κίνημα	Panhellenic Socialist Movement	1974-09-03	-	-
GR	politicalParty	party.ΔΗΜΑΡ	ΔΗΜ.ΑΡ	-	Δημοκρατική Αριστερά	Democratic Left	2010-06-27	-	-
GR	parliamentaryGroup	party.ΣΥΡΙΖΑ	ΣΥ.ΡΙΖ.Α.	-	Συνασπισμός Ριζοσπαστικής Αριστεράς - Προοδευτική Συμμαχία	Coalition of the Radical Left – Progressive Alliance	2012-06-01	-	-
GR	parliamentaryGroup	party.ΤΟ_ΠΟΤΑΜΙ	Τ.Π.	-	Το Ποτάμι	The River	2014-02-26	2019-11-24	-
