ches_survey	country	parlamint	party_id	party	year	lrgen	lrecon	lrecon_blur	lrecon_dissent	lrecon_salience	lrecon_sd	anti_islam_rhetoric	antielite_salience	civlib_laworder	civlib_salience	cmp_id	corrupt_salience	cosmo	cosmo_salience	dereg_salience	deregulation	eastwest	econ_interven	electionyear	enviro_salience	environment	epvote	ethnic_minorities	ethnic_salience	eu_agri	eu_asylum	eu_benefit	eu_blur	eu_budgets	eu_cohesion	eu_dissent	eu_econ_require	eu_employ	eu_environ	eu_ep	eu_fiscal	eu_foreign	eu_googov_require	eu_intmark	eu_political_require	eu_position	eu_position_sd	eu_salience	eu_turkey	eumember	expert	family	galtan	galtan_blur	galtan_dissent	galtan_salience	galtan_sd	govt	immigrate_dissent	immigrate_policy	immigrate_salience	international_salience	international_security	members_vs_leadership	mip_one	mip_two	mip_three	multicult_dissent	multicult_salience	multiculturalism	nationalism	people_vs_elite	protectionism	redist_salience	redistribution	region_salience	regions	relig_salience	religious_principles	russian_interference	seat	social_salience	sociallifestyle	spendvtax	spendvtax_salience	urban_rural	urban_salience	us	us_salience	vote	chesversion
1999-2019	LV	-	2410	SDPS	2019	3.5	4.0	5	3.7	6.2	-	1.5	6	5.8	-	-	3.4	-	-	-	3.7	0	3.1	2018	2.3	6.3	17.4	0.8	-	-	3.4	-	5.8	3.2	5.9	3.8	-	-	-	-	-	3.5	-	5.4	-	5.5	-	5.9	-	1	12	5	6.3	3.7	3.6	4.5	-	0.0	3.8	5.6	4.1	-	-	8.1	-	-	-	3	4.5	4.4	2.9	3.1	4.3	6.4	3.1	-	4.2	-	4.7	4.2	23	-	6.3	4.7	-	3.3	-	-	-	19.9	2020.1
1999-2019	LV	AP	2417	AP!	2019	5.8	5.9	3.7	4.4	6.8	-	1.7	3.9	3.8	-	-	7.1	-	-	-	5.4	0	5.5	2018	4.5	4.8	12.4	4.2	-	-	5	-	2.5	5.7	6.2	1.2	-	-	-	-	-	6.3	-	6.7	-	6.6	-	7.9	-	1	12	3	1.9	2	3	7.4	-	1.0	2.8	4.1	5.4	-	-	6.5	-	-	-	3	6.1	2.8	2.8	3.6	3.5	5	4.7	-	6.5	-	3	6.2	13	-	1.3	5.1	-	3.3	-	-	-	12.1	2020.1
1999-2019	LV	JK	2416	JKP	2019	7.3	6.2	5.7	4	5.1	-	3.3	6.3	7.1	-	-	8.7	-	-	-	5.3	0	5.6	2018	2.3	6.3	4.3	7.9	-	-	2.5	-	3.5	4.4	6	3.3	-	-	-	-	-	5.1	-	5.9	-	5.7	-	5.4	-	1	12	3	7.1	3	3.6	6.2	-	1.0	3	7.7	6	-	-	8.7	-	-	-	3.1	5.2	7.1	7.7	4.4	6.4	4	5.4	-	6.2	-	4.8	6.7	16	-	7.3	5.5	-	4.8	-	-	-	13.7	2020.1
-	LV	JV	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
1999-2019	LV	KPV-LV	2415	KPV LV	2019	5.7	5.0	6.3	6	5.6	-	1.5	8.9	6	-	-	8.2	-	-	-	6.6	0	5.9	2018	2.1	6.1	-	5.5	-	-	2.9	-	6.8	3.8	5.7	4.7	-	-	-	-	-	4.7	-	5.5	-	5.1	-	5	-	1	12	2	5.5	5.7	5.7	4.5	-	1.0	5	6.8	5.3	-	-	6.2	-	-	-	4.7	4.6	6.2	5.8	6.3	6.3	5	5.5	-	5.8	-	4.3	5.2	16	-	5.7	6.6	-	4.6	-	-	-	14.3	2020.1
1999-2019	LV	LRA	2414	LRA	2014	5.7	5.6	-	-	7.8	-	-	7.7	6.2	-	-	7.2	-	-	-	4.8	0	5.5	2014	-	7.2	2.5	5.8	-	-	-	2	-	4	6.4	4.7	-	-	-	4.5	-	5.3	-	5.4	-	5.1	-	5.7	3	1	11	8	7	-	-	6.6	-	0.0	-	6.2	-	-	5.8	-	4	1	3	-	-	6.8	6.3	-	-	-	5.4	-	3.3	-	5.8	-	8	-	6.4	5.8	-	6.8	-	-	-	6.7	2020.1
1999-2019	LV	LRA	2414	LRA	2019	6.0	6.6	4	4.8	6.1	-	1.5	5.6	4.8	-	-	6	-	-	-	5.7	0	5.9	2018	2.8	5.5	5.0	6.2	-	-	3.5	-	3.8	4.7	6.3	3.4	-	-	-	-	-	4.8	-	5.6	-	5.3	-	5.4	-	1	12	8	6.2	4.3	6	5.3	-	0.0	3.8	6.7	4.7	-	-	6.1	-	-	-	2.5	4	6	6.2	3.9	7	4.4	6.3	-	2.5	-	4.6	4.6	0	-	5.8	5.5	-	7.6	-	-	-	4.2	2020.1
1999-2019	LV	NA	2406	NA	2010	7.8	5.1	-	-	-	-	-	-	5.6	4.3	87723	-	-	-	4.4	4.7	0	-	2011	5.3	5	7.5	9.2	8.3	-	-	1.4	-	-	5.5	5.2	-	-	-	4.9	-	5.2	-	4.4	-	4.4	-	5.2	3	1	10	1	6.7	-	-	-	-	1.0	-	6.7	8.6	5	3.2	-	-	-	-	-	7.9	9.2	-	-	-	4.4	5.6	5.2	4.5	3	3.6	-	14	5.4	8.1	5	4.4	6.2	6.4	-	-	13.9	2020.1
1999-2019	LV	NA	2406	NA	2014	8.3	5.9	-	-	6.7	-	-	5	6.1	-	87723	6.9	-	-	-	4.9	0	6.6	2014	-	6.3	14.3	8.8	-	-	-	1.1	-	4.2	6.7	3.9	-	-	-	4.9	-	6.2	-	5.8	-	5.7	-	6.8	3.8	1	11	1	8.1	-	-	6.7	-	1.0	-	8.7	-	-	2.2	-	12	10	9	-	-	8	9.8	-	-	-	5.9	-	6.1	-	5.4	-	17	-	7.4	5.6	-	6.1	-	-	-	16.6	2020.1
1999-2019	LV	NA	2406	NA	2019	8.5	6.1	4.7	3.5	4.8	-	5.9	3.7	7.8	-	87723	5	-	-	-	5	0	5.9	2018	2.8	5.4	16.4	9.7	-	-	1.4	-	3.8	4.2	5.8	4.5	-	-	-	-	-	3.8	-	5.3	-	4.7	-	6.4	-	1	12	1	8.1	2.3	3.9	7.8	-	1.0	2.1	9.7	9	-	-	7.5	-	-	-	1	7.8	9.1	9.9	4.2	7.4	3.8	6.3	-	5.8	-	5.6	7.9	13	-	9	5.5	-	6.3	-	-	-	11.1	2020.1
1999-2019	LV	NSL	2413	NSL	2014	5.1	4.9	-	-	7.8	-	-	9	6.2	-	-	8.1	-	-	-	4.2	0	4.8	2014	-	7.2	-	4.3	-	-	-	2.5	-	3.6	6.2	5	-	-	-	5	-	4.8	-	4.8	-	4.2	-	4.9	3	1	11	2	7.7	-	-	6.9	-	0.0	-	6.2	-	-	6.5	-	1	3	13	-	-	5.3	5	-	-	-	4.8	-	5.2	-	6.8	-	7	-	7	5.8	-	4	-	-	-	6.9	2020.1
-	LV	SAKAŅA	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
-	LV	SASKAŅA	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
1999-2019	LV	VIENOTĪBA	2412	V	2010	6.8	6.6	-	-	-	-	-	-	4.6	4.8	-	-	-	-	5.4	5.6	0	-	2011	5.1	5.3	34.9	5.6	5.8	-	-	1.1	-	-	6	5.1	-	-	-	5.4	-	5.9	-	5.8	-	6.2	-	8.5	4.9	1	10	3	5.2	-	-	-	-	1.0	-	5.1	5.7	4.9	3.5	-	-	-	-	-	6.1	6.1	-	-	-	5.4	5.8	5.4	4.8	3	3.4	-	20	4.2	5.4	5.4	5.1	4.6	5.4	-	-	18.8	2020.1
1999-2019	LV	VIENOTĪBA	2412	V	2014	6.9	6.7	-	-	7.3	-	-	1.9	4.1	-	-	8.2	-	-	-	5.6	0	7.5	2014	-	6.8	46.2	6.9	-	-	-	1	-	5.6	6.8	1.4	-	-	-	6.1	-	6.9	-	6.7	-	6.8	-	8.5	5.3	1	11	3	4	-	-	6	-	1.0	-	5.3	-	-	2	-	10	8	3	-	-	4.4	6.6	-	-	-	6.8	-	7.3	-	3	-	23	-	4.1	5.8	-	3	-	-	-	21.9	2020.1
1999-2019	LV	VIENOTĪBA	2412	V	2019	6.9	7.2	3.7	3.2	7.8	-	2.1	2.5	4.6	-	-	5.8	-	-	-	6.4	0	6.8	2018	4.3	5.9	26.2	5.2	-	-	4.6	-	2.2	6.3	6.1	1.3	-	-	-	-	-	6	-	6.6	-	6.8	-	8.5	-	1	12	3	4.8	3.3	4.9	6	-	1.0	3.2	4.7	5.7	-	-	6.8	-	-	-	4	5.4	5.8	5.2	1.9	3.3	4.4	6.9	-	6	-	3.7	7	8	-	3.4	6.3	-	4.2	-	-	-	6.7	2020.1
1999-2019	LV	ZZS	2405	ZZS	2002	3.8	3.7	-	-	-	-	-	-	-	-	87110	-	-	-	-	-	0	-	2002	-	-	-	-	-	6.2	4.5	-	-	-	6.5	5.6	-	-	4.3	3.3	-	4.7	-	3	-	4.8	-	4.2	-	0	4	7	6.3	-	-	-	-	1.0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.1	-	-	-	-	-	-	-	-	9.4	2020.1
1999-2019	LV	ZZS	2405	ZZS	2006	5.0	6.0	-	-	-	-	-	-	6.2	3.7	87110	-	7.2	6	6	6.7	0	-	2006	-	-	4.3	6.2	7.3	-	-	-	-	-	5.5	4.5	-	-	-	4.8	-	5.5	-	4.5	-	5.0	-	5	4.5	1	4	7	5.8	-	-	-	-	1.0	-	7	4.3	-	-	-	-	-	-	-	-	8	-	-	-	2.3	7	4.7	2.3	2.8	3.8	-	18	4.8	7.5	5	5.3	6.5	6.3	6.8	5	16.7	2020.1
1999-2019	LV	ZZS	2405	ZZS	2010	5.4	4.3	-	-	-	-	-	-	5.9	4	87110	-	-	-	5	4.3	0	-	2011	7.1	4.4	3.7	6.3	5.1	-	-	1.7	-	-	5.2	5.6	-	-	-	4.1	-	4.6	-	4	-	4.1	-	5.8	3.6	1	10	7	6	-	-	-	-	0.0	-	6.4	6	4.2	5.1	-	-	-	-	-	5.4	6.5	-	-	-	5	4.6	7.2	2.2	2.5	3.6	-	13	4.9	7.8	4.8	4	7.8	8.1	-	-	12.2	2020.1
1999-2019	LV	ZZS	2405	ZZS	2014	5.9	5.7	-	-	7.4	-	-	5.5	5.6	-	87110	3.8	-	-	-	5	0	6.5	2014	-	5.7	8.3	6.9	-	-	-	1.5	-	4.2	6.4	5	-	-	-	4.2	-	5.2	-	5.4	-	5.0	-	6.1	4.2	1	11	7	7.2	-	-	5.2	-	0.5	-	6.3	-	-	3.9	-	18	10	4	-	-	5.9	7.4	-	-	-	6.7	-	4.3	-	4.1	-	21	-	7.2	5.9	-	7	-	-	-	19.5	2020.1
1999-2019	LV	ZZS	2405	ZZS	2019	5.8	5.5	5.7	3.5	5.9	-	3.2	4.1	6.2	-	87110	3.2	-	-	-	4.9	0	5.8	2018	4.3	5.9	5.3	6.3	-	-	2.5	-	3.8	3.9	6.3	4.7	-	-	-	-	-	4.1	-	4.8	-	4.8	-	5.6	-	1	12	7	7.6	1.7	4.7	5.4	-	0.0	3.6	7.2	5.8	-	-	7.7	-	-	-	3.2	4.8	7	7.1	2.8	8.3	4.4	5.7	-	2.9	-	5	6.2	11	-	7.5	5.5	-	8.9	-	-	-	10.0	2020.1
